customer_id,total_sales,sales_rank
DK-12985,1687.04,487
MO-17800,1687.027,488
RA-19945,1686.9225000000004,489
KE-16420,1686.7312000000002,490
CA-12055,1679.724,491
CM-11815,1673.8880000000001,492
JP-15460,1669.1350000000002,493
CM-12115,1661.6100000000001,494
CC-12475,1659.438,495
EB-13975,1643.255,496
AP-10720,1638.5539999999999,497
AZ-10750,1622.018,498
MS-17710,1613.402,499
TB-21250,1602.376,500
CR-12730,1600.55,501
AH-10195,1587.452,502
BF-11215,1585.162,503
CK-12760,1582.1090000000004,504
MC-18130,1581.9979999999998,505
JL-15175,1571.523,506
KB-16315,1569.4640000000002,507
GB-14530,1568.44,508
ON-18715,1567.52,509
MV-17485,1560.05,510
MB-17305,1548.7019999999998,511
BD-11620,1538.1099999999997,512
CH-12070,1537.2360000000003,513
BD-11725,1526.5,514
BV-11245,1523.2730000000001,515
KA-16525,1519.506,516
AB-10600,1515.862,517
JG-15805,1507.0180000000003,518
DL-12865,1503.112,519
ZD-21925,1493.944,520
CM-12190,1475.1440000000002,521
LE-16810,1469.4500000000003,522
TB-21055,1467.881,523
PN-18775,1467.152,524
RK-19300,1460.1920000000002,525
BN-11515,1459.344,526
DL-13315,1458.2580000000003,527
PB-19150,1456.9499999999998,528
AG-10525,1455.0379999999998,529
RM-19375,1453.474,530
PK-18910,1441.152,531
TD-20995,1434.5480000000002,532
JW-16075,1428.731,533
MB-18085,1428.231,534
TT-21220,1427.044,535
CA-12310,1421.954,536
RD-19720,1419.7370000000003,537
NL-18310,1418.0900000000001,538
JS-15595,1417.654,539
PM-18940,1405.402,540
GA-14725,1398.382,541
CR-12820,1397.8724000000002,542
NG-18430,1395.938,543
JE-15475,1388.682,544
TB-21595,1387.559,545
FG-14260,1383.1440000000002,546
DM-13525,1376.792,547
GH-14485,1361.2440000000001,548
SB-20170,1348.02,549
LM-17065,1346.774,550
MG-17695,1342.282,551
SJ-20215,1341.036,552
BM-11785,1338.8419999999999,553
BF-11005,1333.88,554
SS-20140,1324.028,555
DM-12955,1322.034,556
MT-18070,1319.4497999999999,557
SJ-20500,1318.7759999999998,558
MM-17260,1314.0230000000001,559
SP-20545,1306.0859999999998,560
MC-17575,1303.893,561
EK-13795,1303.478,562
Co-12640,1300.076,563
DO-13435,1300.0315000000003,564
HR-14770,1299.2879999999998,565
GR-14560,1284.38,566
CS-11845,1278.954,567
PS-18970,1278.6390000000001,568
SV-20815,1271.0900000000004,569
DO-13645,1267.316,570
CL-11890,1262.014,571
LW-17125,1259.04,572
ME-18010,1256.944,573
GM-14500,1255.6819999999998,574
SC-20680,1254.64,575
MH-17620,1252.8,576
ER-13855,1245.788,577
TC-21475,1244.976,578
JW-15955,1244.086,579
MG-17875,1242.833,580
NP-18685,1228.698,581
PJ-18835,1220.0900000000001,582
EH-14005,1219.5299999999997,583
JL-15130,1214.9560000000001,584
CD-12280,1205.584,585
MD-17860,1204.9099999999999,586
DW-13585,1204.854,587
EB-14170,1186.326,588
BP-11230,1181.4900000000002,589
DC-13285,1174.618,590
AT-10435,1171.8139999999999,591
JR-15670,1156.658,592
DB-13660,1155.2019999999998,593
CG-12520,1148.7800000000002,594
KC-16675,1146.0500000000002,595
RD-19810,1137.6159999999998,596
CW-11905,1136.592,597
JS-15685,1131.0639999999999,598
DV-13045,1119.4830000000002,599
AB-10165,1113.838,600
TM-21490,1094.6779999999999,601
JO-15550,1090.838,602
SW-20245,1085.078,603
JF-15490,1082.918,604
DB-13360,1081.466,605
DW-13195,1080.751,606
CS-12490,1077.2285000000002,607
PC-19000,1061.488,608
DP-13165,1058.616,609
JC-15385,1058.1080000000002,610
PO-19195,1056.8580000000002,611
AA-10375,1056.39,612
VS-21820,1055.9809999999998,613
AR-10345,1055.694,614
DP-13000,1050.636,615
DH-13675,1043.096,616
SM-20905,1043.0410000000002,617
EM-14095,1041.042,618
TC-21145,1038.26,619
MK-18160,1031.6019999999999,620
TH-21235,1022.2010000000001,621
SW-20350,1019.0439999999998,622
LS-17200,1010.2560000000001,623
RB-19330,1008.1959999999999,624
LS-17245,1008.1359999999999,625
BG-11740,1006.356,626
VP-21730,993.9019999999999,627
KB-16600,983.922,628
BP-11050,983.4199999999998,629
TS-21340,974.7819999999999,630
RD-19930,970.9420000000001,631
AB-10150,966.7099999999998,632
RC-19825,966.4089999999999,633
SS-20875,964.6360000000001,634
JH-15910,959.4770000000002,635
JF-15295,955.124,636
RP-19270,954.6451999999999,637
BS-11800,949.43,638
RF-19840,945.222,639
EB-13930,944.6000000000001,640
MF-17665,937.039,641
EM-13960,933.704,642
AC-10420,925.8,643
EH-14185,923.884,644
MO-17500,922.487,645
AB-10255,914.5319999999998,646
KB-16405,908.8209999999999,647
CG-12040,904.468,648
SC-20575,902.7280000000001,649
JB-15925,900.552,650
HZ-14950,886.5199999999999,651
AB-10015,886.156,652
RC-19960,885.752,653
CS-12130,884.64,654
HE-14800,883.5320000000002,655
SK-19990,883.409,656
RE-19450,876.696,657
JM-15655,864.9470000000001,658
JR-15700,863.88,659
AF-10885,861.5649999999999,660
JC-16105,858.576,661
MS-17980,855.1160000000001,662
VF-21715,847.944,663
VG-21790,846.0100000000001,664
CS-12175,844.4580000000001,665
TB-21355,834.328,666
AS-10630,833.398,667
EH-13990,825.9499999999999,668
TB-21190,816.174,669
AM-10360,814.0120000000001,670
BM-11575,808.1619999999999,671
DK-13150,797.832,672
MC-17635,795.1540000000001,673
BF-11275,791.9899999999999,674
HG-14845,785.628,675
MG-17890,776.384,676
MM-18280,775.4140000000001,677
SF-20065,763.5459999999998,678
SW-20755,758.696,679
LP-17080,756.606,680
Dl-13600,755.602,681
IG-15085,744.574,682
BB-10990,744.3399999999999,683
TC-21535,742.558,684
ML-18040,742.082,685
RH-19555,740.382,686
PB-18805,740.356,687
AH-10585,738.504,688
HM-14980,736.276,689
PH-18790,729.648,690
PA-19060,729.408,691
JJ-15445,709.1780000000001,692
JD-16060,695.4420000000001,693
PB-19105,688.324,694
EH-13945,684.171,695
TR-21325,675.942,696
AG-10330,660.972,697
BK-11260,659.138,698
BD-11770,658.466,699
AC-10660,657.316,700
AW-10840,649.376,701
LO-17170,644.35,702
JB-16000,644.1188,703
CD-11980,639.766,704
MR-17545,639.178,705
AJ-10960,629.2479999999999,706
RR-19315,615.932,707
SS-20515,613.4000000000001,708
BT-11440,603.876,709
BF-10975,599.798,710
MZ-17335,593.606,711
DL-13330,585.02,712
AS-10240,584.6080000000001,713
BD-11635,582.646,714
NK-18490,572.048,715
CM-11935,565.392,716
CS-12460,550.6440000000001,717
CS-11860,537.6320000000001,718
JH-15820,528.9100000000001,719
RB-19570,528.546,720
AY-10555,497.01400000000007,721
CR-12625,475.9,722
MS-17530,475.65599999999995,723
JS-15940,469.169,724
EC-14050,461.914,725
KM-16660,453.538,726
KW-16570,449.09600000000006,727
TT-21265,439.5,728
ST-20530,433.34,729
VG-21805,427.372,730
SS-20590,418.49,731
BT-11485,415.19599999999997,732
MH-17440,400.016,733
BW-11065,385.516,734
JD-16015,385.43,735
JK-15325,383.812,736
VM-21835,380.69,737
NF-18475,377.16200000000003,738
MS-17830,370.348,739
LS-17230,368.88,740
AG-10300,367.548,741
EM-14200,366.822,742
HJ-14875,358.1,743
DW-13540,344.08000000000004,744
LT-16765,329.876,745
BD-11560,320.53999999999996,746
LH-17020,318.239,747
JH-15430,309.281,748
JM-15580,303.948,749
CM-12445,287.98999999999995,750
LH-16750,287.426,751
SC-20845,280.632,752
SC-20800,279.256,753
NB-18580,273.87199999999996,754
BF-11080,272.95,755
DD-13570,269.54200000000003,756
BN-11470,265.296,757
AR-10510,264.86400000000003,758
HD-14785,251.36,759
SM-20005,244.494,760
PL-18925,239.48100000000002,761
GP-14740,236.53,762
EM-14065,228.99,763
GT-14755,226.43599999999998,764
RB-19645,221.08399999999997,765
HH-15010,218.668,766
AG-10390,200.945,767
JJ-15760,195,768
AG-10765,170.58399999999997,769
ML-18265,162.232,770
AO-10810,161.28,771
PT-19090,160.572,772
DA-13450,156.76,773
MO-17950,154.288,774
GH-14665,146.94080000000002,775
PB-19210,132.738,776
BO-11425,130.83,777
EL-13735,124.28,778
CC-12550,113.832,779
RM-19750,98.35,780
KS-16300,88.47200000000001,781
AR-10570,88.15,782
FW-14395,79.75,783
JC-15340,71.26299999999999,784
AS-10135,58.82,785
LB-16735,50.188,786
RE-19405,48.36,787
SG-20890,47.946,788
RS-19870,22.328,789
MG-18205,16.739,790
CJ-11875,16.52,791
LD-16855,5.304,792
TS-21085,4.833,793
