customer_id,total_sales
MS-17365,7443.6900000000005
GB-14530,1568.44
JR-16210,2201.6859999999997
BE-11335,4204.6759999999995
SC-20050,4624.572000000001
RW-19630,3279.7459999999996
SE-20110,12209.438000000002
AH-10075,3250.336999999999
JM-15535,1733.4430000000002
JJ-15760,195
RK-19300,1460.1920000000002
CG-12040,904.468
RP-19270,954.6451999999999
KC-16255,2120.954
KH-16360,3100.6119999999996
GH-14665,146.94080000000002
SW-20275,1966.65
JA-15970,6491.026000000001
DL-12925,3272.2000000000003
LW-16990,3230.308
TB-21190,816.174
BS-11800,949.43
RW-19690,3495.646
TZ-21580,1707.2860000000003
AS-10630,833.398
TS-21340,974.7819999999999
SL-20155,3053.012000000001
MW-18235,5253.876
RD-19585,2912.8940000000002
RA-19945,1686.9225000000004
MT-17815,2890.139
VG-21790,846.0100000000001
JS-15880,3868.02
KM-16225,2260.9579999999996
HR-14770,1299.2879999999998
DE-13255,2550.874
AG-10390,200.945
JJ-15445,709.1780000000001
JH-15430,309.281
RD-19660,2786.6319999999996
MO-17500,922.487
NS-18640,2964.8229999999994
DG-13300,3195.818
NF-18595,2031.472
MG-17650,3785.276
TS-21160,2163.6240000000003
BD-11620,1538.1099999999997
CM-12160,2533.314
SN-20560,1860.418
EH-14005,1219.5299999999997
FO-14305,2678.438
MS-17710,1613.402
CC-12100,1770.945
DW-13540,344.08000000000004
BT-11395,2186.6130000000003
CY-12745,2900.026
BT-11485,415.19599999999997
PS-19045,6843.633999999999
PV-18985,2876.0460000000003
NM-18520,2161.9790000000003
DL-13495,3539.322
CS-12355,3202.1620000000003
FH-14275,4256.272
NC-18340,2461.404000000001
AA-10315,5563.56
LT-16765,329.876
AP-10720,1638.5539999999999
PM-18940,1405.402
AT-10435,1171.8139999999999
CA-12055,1679.724
HR-14830,5248.786999999999
BT-11530,2684.492
LH-16750,287.426
SW-20755,758.696
SP-20620,5440.319
BF-11170,5907.972
KT-16480,4642.088400000001
BG-11695,1874.172
GM-14680,3163.628
EJ-14155,2656.691
NP-18700,7903.182500000001
MH-18115,5503.092999999999
JR-15700,863.88
SM-20950,5563.392
CC-12220,3913.418
PF-19225,2206.1279999999997
DC-12850,3336.1680000000006
BD-11770,658.466
GM-14500,1255.6819999999998
TB-21355,834.328
JH-16180,2256.3940000000002
EB-13975,1643.255
QJ-19255,6108.338
TC-21535,742.558
CS-12460,550.6440000000001
HG-14965,3247.6419999999994
LW-16825,2238.0609999999997
MC-17575,1303.893
LP-17095,3653.3990000000003
EB-14170,1186.326
GZ-14545,2454.6220000000003
CP-12085,5402.253999999999
FG-14260,1383.1440000000002
LD-17005,1961.934
AB-10255,914.5319999999998
MN-17935,2477.946
JR-15670,1156.658
JF-15190,2279.5860000000002
CM-12115,1661.6100000000001
AS-10045,3050.6920000000005
BP-11290,2475.1570000000006
ND-18370,4326.139
LB-16735,50.188
KT-16465,3057.1
HM-14860,8236.7648
AB-10600,1515.862
SZ-20035,3625.3289999999997
MG-17890,776.384
JK-16120,2932.4840000000004
PP-18955,7252.608000000002
YS-21880,6720.443999999999
KM-16375,5620.186
AB-10105,14473.570999999998
HA-14905,2163.3
BT-11305,2567.656
SV-20815,1271.0900000000004
RW-19540,7397.401000000001
DK-12835,3256.4800000000005
ST-20530,433.34
MM-17920,3794.08
PW-19030,3454.916
SC-20440,1874.998
TS-21085,4.833
MC-17425,4432.138
ME-17320,10663.727999999997
NH-18610,2673.2899999999995
MB-18085,1428.231
KD-16495,8181.256
KN-16390,2617.2720000000004
NP-18685,1228.698
CS-12505,5690.054999999999
MS-17770,3144.6779999999994
CM-12655,6339.5576
Co-12640,1300.076
TS-21370,11891.751
JW-15220,7721.714
JD-15790,2152.3520000000003
PC-19000,1061.488
AR-10540,6608.448
AI-10855,4375.785999999999
TB-21400,9133.99
PL-18925,239.48100000000002
GH-14425,4172.8460000000005
MP-18175,5087.92
JM-15655,864.9470000000001
CL-11890,1262.014
DB-13270,4655.897
IG-15085,744.574
BO-11425,130.83
AB-10150,966.7099999999998
JW-16075,1428.731
EB-13750,3236.3139999999994
SG-20470,1884.7980000000002
CM-12190,1475.1440000000002
AW-10840,649.376
MC-18100,2218.98
TT-21460,5364.808000000001
VG-21805,427.372
MY-18295,4152.696000000001
RD-19480,4272.93
DP-13390,5480.723999999999
ML-17395,2722.843
JC-15385,1058.1080000000002
JG-15160,6366.391999999999
MC-17275,2725.982
NW-18400,7234.013999999999
TB-21280,2198.45
BS-11380,3887.834
HH-15010,218.668
CD-12280,1205.584
TH-21100,2422.824
MM-18055,2749.881
NS-18505,2575.863
RB-19645,221.08399999999997
SW-20455,2921.544
EB-13930,944.6000000000001
PS-18760,2181.479
HF-14995,2533.164
HZ-14950,886.5199999999999
CD-12790,1860.732
JK-15205,4427.142000000001
FM-14215,2456.6380000000004
ED-13885,3484.92
DA-13450,156.76
JW-15955,1244.086
RM-19375,1453.474
ML-17755,2071.914
CC-12685,2854.1150000000007
JE-15610,7754.976
RP-19855,2170.716000000001
TB-21175,3589.296
BE-11455,1727.652
JF-15565,4198.332
PB-19210,132.738
BT-11680,3196.7520000000004
JL-15235,2203.7
CH-12070,1537.2360000000003
ND-18460,2893.455
BF-10975,599.798
KH-16330,3312.864
GW-14605,2189.0190000000007
NC-18625,1821.7420000000002
ME-18010,1256.944
BP-11230,1181.4900000000002
JC-15775,2772.0550000000007
AS-10090,3255.3099999999995
AC-10450,5527.8460000000005
MD-17860,1204.9099999999999
DB-13660,1155.2019999999998
EH-13990,825.9499999999999
EH-13765,10310.880000000001
SC-20230,4371.9580000000005
JE-15715,8697.843
AC-10615,2537.686
JD-16015,385.43
CB-12415,1949.2
JS-16030,2516.4939999999997
LW-17215,5420.513999999999
SC-20800,279.256
AM-10705,5664.022
RH-19510,6979.18
CT-11995,3241.898000000001
MC-17590,2426.0669999999996
CC-12610,2540.631
KA-16525,1519.506
TC-20980,19052.217999999997
BF-11080,272.95
MM-17260,1314.0230000000001
AH-10120,1735.5140000000001
BW-11200,1738.4060000000002
SW-20245,1085.078
BS-11665,3288.11
RF-19345,3309.1500000000005
WB-21850,6160.102
TB-21625,2797.668
AF-10870,2052.9080000000004
RB-19435,2663.0860000000002
KF-16285,10604.266
JH-15820,528.9100000000001
IL-15100,5040.736
PB-18805,740.356
RH-19600,2085.7400000000002
AW-10930,2852.9680000000003
ML-17410,2921.499999999999
DB-13555,3908.8028
MH-17620,1252.8
DK-13375,3318.4859999999994
BT-11440,603.876
DB-13405,1711.692
TG-21310,3058.3720000000003
BF-11005,1333.88
JM-16195,2833.9260000000004
MZ-17335,593.606
MW-18220,5341.9
MV-17485,1560.05
SM-20320,25043.05
TP-21415,5329.0048
JK-15625,3760.028
PJ-18835,1220.0900000000001
RS-19420,3221.29
SV-20935,1903.491
BC-11125,2933.6759999999995
EM-13825,2339.598
BM-11575,808.1619999999999
KN-16705,2280.5800000000004
KW-16570,449.09600000000006
SC-20260,3729.7929999999997
CV-12295,2830.6279999999997
SG-20605,3124.832000000001
TM-21010,2955.2259999999997
EM-13810,2567.01
ML-18040,742.082
CR-12580,2148.852
AZ-10750,1622.018
PW-19240,3922.4149999999995
SC-20380,5992.535999999999
CM-11935,565.392
GM-14695,6049.966000000002
TB-21250,1602.376
JM-15865,7625.076000000002
SC-20575,902.7280000000001
LS-17200,1010.2560000000001
RR-19315,615.932
DB-12910,2171.599
TT-21220,1427.044
LO-17170,644.35
KD-16615,2243.5099999999998
NB-18580,273.87199999999996
BD-11635,582.646
CM-12235,2305.712
EN-13780,2199.366
KN-16450,2171.962
BO-11350,2682.728
AG-10300,367.548
MC-17635,795.1540000000001
TA-21385,14595.62
JF-15295,955.124
TT-21265,439.5
SB-20170,1348.02
CL-12700,2353.586
HG-15025,3690.284
NL-18310,1418.0900000000001
RR-19525,3302.262
TC-21295,4266.812
SV-20785,4105.305
BE-11410,2261.438
SC-20680,1254.64
DF-13135,2390.534
FH-14350,2271.284
MS-17530,475.65599999999995
RH-19555,740.382
GA-14515,3919.7760000000003
JP-16135,1707.7099999999998
Dp-13240,7198.760999999999
MO-17950,154.288
DL-13330,585.02
MH-18025,2984.9480000000003
DR-12940,8350.868
DM-13015,6345.103
CA-11965,3789.7228
AC-10660,657.316
DM-13345,4074.4720000000007
VF-21715,847.944
CC-12370,12129.072
BF-11275,791.9899999999999
HG-14845,785.628
BP-11155,1697.8609999999999
EM-14140,4588.436
MA-17995,2453.284
AY-10555,497.01400000000007
GB-14575,4716.2880000000005
JB-16045,2518.115
MG-17875,1242.833
SR-20425,3233.481
JB-16000,644.1188
DM-12955,1322.034
TC-21475,1244.976
SW-20350,1019.0439999999998
RE-19450,876.696
BF-11215,1585.162
KB-16405,908.8209999999999
JG-15310,2240.5800000000004
EC-14050,461.914
EB-14110,3071.1259999999997
JP-15460,1669.1350000000002
CS-11845,1278.954
GH-14410,2819.4670000000006
PT-19090,160.572
JL-15130,1214.9560000000001
AH-10030,1744.6999999999998
CC-12475,1659.438
DW-13195,1080.751
SJ-20215,1341.036
BG-11740,1006.356
LB-16795,4985.676
CM-11815,1673.8880000000001
EH-14185,923.884
TS-21505,2243.274
PR-18880,1840.1779999999997
LC-17050,2095.064
CS-12490,1077.2285000000002
DH-13075,4932.871999999999
JO-15145,3254.9490000000005
AH-10690,7888.294000000001
HJ-14875,358.1
MH-17455,2456.182
RD-19930,970.9420000000001
SC-20020,3362.9635999999996
SU-20665,2595.3640000000005
FC-14335,3889.3659999999995
RB-19330,1008.1959999999999
NC-18535,8241.739
DB-12970,2839.2272000000003
MF-17665,937.039
RM-19750,98.35
VM-21835,380.69
EJ-13720,2162.174
NC-18415,2218.99
LS-17230,368.88
KE-16420,1686.7312000000002
DH-13675,1043.096
PF-19120,9062.863999999998
VT-21700,1736.596
MG-17695,1342.282
SP-20920,3990.6890000000003
CS-12175,844.4580000000001
DK-12895,4282.175999999999
KM-16660,453.538
AA-10645,5086.935000000001
DD-13570,269.54200000000003
AH-10465,2495.3916000000004
TP-21565,1936.6399999999996
EK-13795,1303.478
CR-12820,1397.8724000000002
SG-20890,47.946
AH-10585,738.504
NF-18475,377.16200000000003
BS-11365,10501.652999999998
SH-20635,2096.392
RD-19720,1419.7370000000003
AG-10330,660.972
GR-14560,1284.38
VS-21820,1055.9809999999998
TM-21490,1094.6779999999999
TS-21430,2054.14
DB-13360,1081.466
NR-18550,2367.277
CS-11860,537.6320000000001
MF-18250,1758.3
LW-17125,1259.04
AR-10345,1055.694
KS-16300,88.47200000000001
AB-10015,886.156
LR-17035,1879.3059999999998
SS-20410,3056.807
JM-15580,303.948
JK-15325,383.812
DM-13525,1376.792
ML-18265,162.232
MH-17290,2394.0249999999996
FC-14245,3418.742
TH-21115,2942.772
JK-16090,3747.6680000000006
SB-20185,6410.995999999999
BG-11035,2798.948
BW-11065,385.516
MG-18205,16.739
DO-13645,1267.316
BP-11050,983.4199999999998
TS-21655,3368.093999999999
EM-14200,366.822
AO-10810,161.28
MH-17440,400.016
SS-20515,613.4000000000001
LD-16855,5.304
VP-21760,3360.526
TC-21145,1038.26
IM-15055,2872.63
AR-10570,88.15
CM-12715,3984.4524
FW-14395,79.75
LC-16960,3246.626
HE-14800,883.5320000000002
BD-11560,320.53999999999996
HD-14785,251.36
CJ-11875,16.52
RS-19870,22.328
SC-20845,280.632
RE-19405,48.36
SM-20905,1043.0410000000002
