customer_id,order_id,order_date,sales,order_sequence
AA-10645,CA-2014-154963,"2014-06-22 00:00:00",170.058,1
AA-10645,CA-2014-154963,"2014-06-22 00:00:00",82.782,2
AA-10645,CA-2014-154963,"2014-06-22 00:00:00",853.93,3
AA-10645,CA-2014-143210,"2014-12-01 00:00:00",9.82,4
AA-10645,CA-2014-143210,"2014-12-01 00:00:00",45.84,5
AA-10645,CA-2014-143210,"2014-12-01 00:00:00",271.9,6
AA-10645,CA-2015-110863,"2015-11-17 00:00:00",1323.9,7
AA-10645,CA-2015-110863,"2015-11-17 00:00:00",541.24,8
AA-10645,CA-2015-110863,"2015-11-17 00:00:00",106.32,9
AA-10645,CA-2016-147137,"2016-07-04 00:00:00",27.92,10
AA-10645,CA-2016-147137,"2016-07-04 00:00:00",1279.165,11
AA-10645,CA-2016-147137,"2016-07-04 00:00:00",43.96,12
AA-10645,CA-2016-147137,"2016-07-04 00:00:00",25.4,13
AA-10645,CA-2016-131205,"2016-09-04 00:00:00",5.28,14
AA-10645,CA-2016-131205,"2016-09-04 00:00:00",129.92,15
AA-10645,CA-2016-131205,"2016-09-04 00:00:00",42.6,16
AA-10645,CA-2016-131205,"2016-09-04 00:00:00",113.94,17
AA-10645,CA-2017-157196,"2017-11-05 00:00:00",12.96,18
AB-10015,CA-2014-152905,"2014-02-18 00:00:00",12.624,1
AB-10015,CA-2014-156587,"2014-03-07 00:00:00",48.712,2
AB-10015,CA-2014-156587,"2014-03-07 00:00:00",242.94,3
AB-10015,CA-2014-156587,"2014-03-07 00:00:00",17.94,4
AB-10015,CA-2016-140935,"2016-11-10 00:00:00",221.98,5
AB-10015,CA-2016-140935,"2016-11-10 00:00:00",341.96,6
AB-10060,CA-2015-150511,"2015-09-18 00:00:00",18.54,1
AB-10060,US-2016-108637,"2016-03-13 00:00:00",160.32,2
AB-10060,US-2016-108637,"2016-03-13 00:00:00",127.88,3
AB-10060,US-2016-108637,"2016-03-13 00:00:00",46,4
AB-10060,CA-2016-161207,"2016-08-29 00:00:00",27.93,5
AB-10060,CA-2016-129714,"2016-09-01 00:00:00",3.048,6
AB-10060,CA-2016-129714,"2016-09-01 00:00:00",49.12,7
AB-10060,CA-2016-129714,"2016-09-01 00:00:00",4355.168,8
AB-10060,CA-2016-129714,"2016-09-01 00:00:00",6.79,9
AB-10060,CA-2016-129714,"2016-09-01 00:00:00",24.56,10
AB-10060,CA-2017-159688,"2017-05-07 00:00:00",79.99,11
AB-10060,CA-2017-134173,"2017-09-16 00:00:00",20.736,12
AB-10060,CA-2017-118213,"2017-11-05 00:00:00",167.94,13
AB-10060,CA-2017-118213,"2017-11-05 00:00:00",4.41,14
AB-10060,CA-2017-118213,"2017-11-05 00:00:00",67.8,15
AB-10060,CA-2017-107174,"2017-11-06 00:00:00",449.568,16
AB-10060,CA-2017-107174,"2017-11-06 00:00:00",2036.86,17
AB-10060,CA-2017-107174,"2017-11-06 00:00:00",108.96,18
AB-10105,CA-2014-103100,"2014-12-20 00:00:00",3.69,1
AB-10105,CA-2014-103100,"2014-12-20 00:00:00",1103.97,2
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",287.91,3
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",177.648,4
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",32.06,5
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",64.96,6
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",84.784,7
AB-10105,CA-2015-163181,"2015-11-07 00:00:00",23.64,8
AB-10105,CA-2016-147431,"2016-02-02 00:00:00",117.96,9
AB-10105,US-2016-122245,"2016-09-25 00:00:00",393.165,10
AB-10105,CA-2016-117121,"2016-12-17 00:00:00",9892.74,11
AB-10105,CA-2017-121643,"2017-05-18 00:00:00",344.704,12
AB-10105,CA-2017-126788,"2017-06-05 00:00:00",470.376,13
AB-10105,CA-2017-140781,"2017-08-03 00:00:00",39.816,14
AB-10105,CA-2017-153822,"2017-09-19 00:00:00",471.92,15
AB-10105,CA-2017-153822,"2017-09-19 00:00:00",89.584,16
AB-10105,CA-2017-153822,"2017-09-19 00:00:00",12.624,17
AB-10105,CA-2017-153822,"2017-09-19 00:00:00",18.18,18
AB-10105,CA-2017-101042,"2017-11-19 00:00:00",821.88,19
AB-10105,CA-2017-101042,"2017-11-19 00:00:00",21.96,20
AB-10150,CA-2014-169061,"2014-03-05 00:00:00",479.97,1
AB-10150,CA-2014-169061,"2014-03-05 00:00:00",59.52,2
AB-10150,CA-2014-169061,"2014-03-05 00:00:00",97.82,3
AB-10150,CA-2014-169061,"2014-03-05 00:00:00",18.62,4
AB-10150,CA-2014-169061,"2014-03-05 00:00:00",49.632,5
AB-10150,CA-2015-168186,"2015-09-10 00:00:00",14.94,6
AB-10150,CA-2016-147970,"2016-01-31 00:00:00",15.552,7
AB-10150,CA-2017-120761,"2017-09-04 00:00:00",91.96,8
AB-10150,CA-2017-158876,"2017-11-19 00:00:00",15.992,9
AB-10150,CA-2017-158876,"2017-11-19 00:00:00",99.136,10
AB-10150,CA-2017-158876,"2017-11-19 00:00:00",6.672,11
AB-10150,CA-2017-158876,"2017-11-19 00:00:00",16.896,12
AB-10165,US-2014-139500,"2014-11-16 00:00:00",37.296,1
AB-10165,CA-2015-131534,"2015-03-28 00:00:00",33.4,2
AB-10165,CA-2015-131534,"2015-03-28 00:00:00",166.24,3
AB-10165,CA-2015-144043,"2015-05-10 00:00:00",46.688,4
AB-10165,CA-2015-115945,"2015-06-25 00:00:00",88.752,5
AB-10165,CA-2015-115945,"2015-06-25 00:00:00",304.23,6
AB-10165,CA-2015-115945,"2015-06-25 00:00:00",20.96,7
AB-10165,CA-2017-126634,"2017-03-30 00:00:00",94.2,8
AB-10165,CA-2017-144932,"2017-04-14 00:00:00",14.592,9
AB-10165,CA-2017-144932,"2017-04-14 00:00:00",89.856,10
AB-10165,CA-2017-144932,"2017-04-14 00:00:00",13.872,11
AB-10165,CA-2017-145737,"2017-09-15 00:00:00",163.96,12
AB-10165,CA-2017-131212,"2017-12-05 00:00:00",24.816,13
AB-10165,CA-2017-131212,"2017-12-05 00:00:00",14.976,14
AB-10255,CA-2014-122679,"2014-07-22 00:00:00",19.68,1
AB-10255,CA-2015-142055,"2015-05-08 00:00:00",37.94,2
AB-10255,CA-2015-110093,"2015-12-03 00:00:00",36.784,3
AB-10255,CA-2015-110093,"2015-12-03 00:00:00",16.448,4
AB-10255,US-2016-158708,"2016-06-26 00:00:00",13.616,5
AB-10255,CA-2016-151323,"2016-10-23 00:00:00",17.05,6
AB-10255,CA-2016-151155,"2016-12-20 00:00:00",18.92,7
AB-10255,CA-2016-151155,"2016-12-20 00:00:00",15.42,8
AB-10255,CA-2017-127705,"2017-06-02 00:00:00",2.97,9
AB-10255,CA-2017-127705,"2017-06-02 00:00:00",27.44,10
AB-10255,CA-2017-155873,"2017-06-16 00:00:00",192.16,11
AB-10255,CA-2017-155873,"2017-06-16 00:00:00",19.44,12
AB-10255,CA-2017-155873,"2017-06-16 00:00:00",16.68,13
AB-10255,CA-2017-126662,"2017-07-17 00:00:00",479.984,14
AB-10600,CA-2014-115336,"2014-11-18 00:00:00",14.48,1
AB-10600,CA-2015-111234,"2015-02-18 00:00:00",9.24,2
AB-10600,CA-2015-158323,"2015-11-30 00:00:00",17.088,3
AB-10600,US-2017-155425,"2017-11-10 00:00:00",201.584,4
AB-10600,US-2017-155425,"2017-11-10 00:00:00",239.952,5
AB-10600,US-2017-155425,"2017-11-10 00:00:00",95.994,6
AB-10600,US-2017-155425,"2017-11-10 00:00:00",38.388,7
AB-10600,US-2017-155425,"2017-11-10 00:00:00",899.136,8
AC-10420,CA-2014-129924,"2014-07-12 00:00:00",698.352,1
AC-10420,CA-2014-129924,"2014-07-12 00:00:00",7.712,2
AC-10420,CA-2016-144400,"2016-02-23 00:00:00",57.576,3
AC-10420,US-2017-158218,"2017-05-12 00:00:00",127.92,4
AC-10420,US-2017-158218,"2017-05-12 00:00:00",34.24,5
AC-10450,US-2014-167262,"2014-10-31 00:00:00",742.336,1
AC-10450,US-2015-106495,"2015-06-15 00:00:00",11.672,2
AC-10450,CA-2015-164441,"2015-11-08 00:00:00",52.272,3
AC-10450,CA-2015-164441,"2015-11-08 00:00:00",17.94,4
AC-10450,CA-2016-116232,"2016-09-22 00:00:00",7.506,5
AC-10450,CA-2016-116232,"2016-09-22 00:00:00",16.56,6
AC-10450,CA-2016-163573,"2016-11-24 00:00:00",1219.96,7
AC-10450,CA-2017-141789,"2017-10-03 00:00:00",1793.98,8
AC-10450,CA-2017-158729,"2017-12-19 00:00:00",1665.62,9
AC-10615,CA-2015-100734,"2015-09-15 00:00:00",3.576,1
AC-10615,CA-2015-100734,"2015-09-15 00:00:00",147.184,2
AC-10615,CA-2017-136007,"2017-02-23 00:00:00",71.96,3
AC-10615,CA-2017-136007,"2017-02-23 00:00:00",8.4,4
AC-10615,CA-2017-101637,"2017-03-24 00:00:00",12.768,5
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",197.97,6
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",11.54,7
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",254.526,8
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",12.98,9
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",26.432,10
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",167.97,11
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",18.9,12
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",1282.41,13
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",23.1,14
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",4.92,15
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",238,16
AC-10615,CA-2017-157987,"2017-09-02 00:00:00",17.12,17
AC-10615,CA-2017-169411,"2017-12-24 00:00:00",37.93,18
AC-10660,US-2014-122021,"2014-10-15 00:00:00",7.968,1
AC-10660,US-2014-122021,"2014-10-15 00:00:00",183.372,2
AC-10660,CA-2016-134544,"2016-03-17 00:00:00",84.784,3
AC-10660,CA-2016-161928,"2016-06-27 00:00:00",201.584,4
AC-10660,CA-2016-158617,"2016-09-22 00:00:00",35.88,5
AC-10660,CA-2017-135650,"2017-03-23 00:00:00",143.728,6
AD-10180,CA-2014-128062,"2014-11-19 00:00:00",5.88,1
AD-10180,US-2014-152030,"2014-12-26 00:00:00",600.558,2
AD-10180,CA-2015-120439,"2015-06-14 00:00:00",51.072,3
AD-10180,CA-2015-124268,"2015-07-04 00:00:00",15.48,4
AD-10180,CA-2017-127432,"2017-01-22 00:00:00",2999.95,5
AD-10180,CA-2017-127432,"2017-01-22 00:00:00",1126.02,6
AD-10180,CA-2017-127432,"2017-01-22 00:00:00",51.45,7
AD-10180,CA-2017-127432,"2017-01-22 00:00:00",11.96,8
AD-10180,US-2017-136784,"2017-04-30 00:00:00",163.96,9
AD-10180,CA-2017-160416,"2017-11-13 00:00:00",163.96,10
AD-10180,CA-2017-143245,"2017-12-01 00:00:00",897.15,11
AD-10180,CA-2017-143245,"2017-12-01 00:00:00",19.44,12
AF-10870,CA-2015-168634,"2015-12-06 00:00:00",7.78,1
AF-10870,CA-2016-126270,"2016-04-23 00:00:00",71.97,2
AF-10870,CA-2016-126270,"2016-04-23 00:00:00",18.088,3
AF-10870,CA-2016-139234,"2016-05-06 00:00:00",26.176,4
AF-10870,CA-2016-139234,"2016-05-06 00:00:00",3.208,5
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",257.98,6
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",95.1,7
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",26.88,8
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",662.84,9
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",345,10
AF-10870,CA-2016-146934,"2016-05-22 00:00:00",174.286,11
AF-10870,CA-2017-125269,"2017-04-24 00:00:00",10.43,12
AF-10870,CA-2017-125269,"2017-04-24 00:00:00",72.784,13
AF-10870,CA-2017-167871,"2017-11-18 00:00:00",44.384,14
AF-10870,CA-2017-167871,"2017-11-18 00:00:00",2.944,15
AF-10870,US-2017-139969,"2017-11-19 00:00:00",233.058,16
AF-10885,CA-2014-114181,"2014-05-10 00:00:00",22.32,1
AF-10885,CA-2014-114181,"2014-05-10 00:00:00",349.965,2
AF-10885,CA-2014-103702,"2014-09-12 00:00:00",63.924,3
AF-10885,CA-2015-114300,"2015-10-13 00:00:00",83.72,4
AF-10885,CA-2015-114300,"2015-10-13 00:00:00",287.94,5
AF-10885,CA-2016-115588,"2016-11-10 00:00:00",14.72,6
AF-10885,CA-2016-115588,"2016-11-10 00:00:00",38.976,7
AG-10270,CA-2014-167164,"2014-05-13 00:00:00",55.5,1
AG-10270,CA-2014-103058,"2014-07-23 00:00:00",99.98,2
AG-10270,CA-2015-153738,"2015-09-20 00:00:00",37.68,3
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",1336.44,4
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",378,5
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",40.74,6
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",14.4,7
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",373.08,8
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",17.64,9
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",29.97,10
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",149.95,11
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",16.9,12
AG-10270,CA-2016-105732,"2016-09-13 00:00:00",17.61,13
AG-10270,CA-2017-139416,"2017-03-27 00:00:00",15.008,14
AG-10300,CA-2014-147298,"2014-04-26 00:00:00",18.288,1
AG-10300,CA-2014-147298,"2014-04-26 00:00:00",230.28,2
AG-10300,CA-2015-166800,"2015-11-19 00:00:00",31.08,3
AG-10300,CA-2016-143749,"2016-12-05 00:00:00",81.94,4
AG-10300,CA-2017-161823,"2017-09-03 00:00:00",5.96,5
AG-10330,CA-2016-104150,"2016-08-03 00:00:00",167.28,1
AG-10330,CA-2016-104150,"2016-08-03 00:00:00",81.54,2
AG-10330,CA-2017-107748,"2017-12-10 00:00:00",95.84,3
AG-10330,CA-2017-107748,"2017-12-10 00:00:00",12.96,4
AG-10330,CA-2017-108287,"2017-12-18 00:00:00",12.672,5
AG-10330,CA-2017-142909,"2017-12-22 00:00:00",182.55,6
AG-10330,CA-2017-104927,"2017-12-22 00:00:00",75.88,7
AG-10330,CA-2017-104927,"2017-12-22 00:00:00",25.92,8
AG-10330,CA-2017-104927,"2017-12-22 00:00:00",6.33,9
AG-10390,CA-2014-158470,"2014-04-19 00:00:00",58.05,1
AG-10390,CA-2014-158470,"2014-04-19 00:00:00",71.28,2
AG-10390,CA-2014-125171,"2014-09-03 00:00:00",14.4,3
AG-10390,CA-2016-109820,"2016-11-20 00:00:00",2.628,4
AG-10390,CA-2016-109820,"2016-11-20 00:00:00",15.696,5
AG-10390,CA-2016-109820,"2016-11-20 00:00:00",14.427,6
AG-10390,CA-2016-136483,"2016-12-01 00:00:00",4.704,7
AG-10390,CA-2017-107244,"2017-09-07 00:00:00",19.76,8
AG-10495,CA-2015-104241,"2015-01-04 00:00:00",192.22,1
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",42.24,2
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",4.448,3
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",173.208,4
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",9,5
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",173.488,6
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",516.96,7
AG-10495,CA-2015-162201,"2015-06-08 00:00:00",18.264,8
AG-10495,CA-2015-142692,"2015-10-23 00:00:00",3.592,9
AG-10495,CA-2015-118738,"2015-10-24 00:00:00",15.552,10
AG-10495,CA-2015-118738,"2015-10-24 00:00:00",347.361,11
AG-10495,CA-2015-118738,"2015-10-24 00:00:00",10.368,12
AG-10495,CA-2015-156146,"2015-10-26 00:00:00",105.584,13
AG-10495,CA-2015-156146,"2015-10-26 00:00:00",68.72,14
AG-10495,CA-2015-111948,"2015-11-11 00:00:00",123.858,15
AG-10495,CA-2015-111948,"2015-11-11 00:00:00",418.32,16
AG-10495,CA-2016-168921,"2016-10-20 00:00:00",19.296,17
AG-10495,CA-2017-132976,"2017-10-13 00:00:00",11.648,18
AG-10495,CA-2017-132976,"2017-10-13 00:00:00",18.176,19
AG-10495,CA-2017-132976,"2017-10-13 00:00:00",59.712,20
AG-10495,CA-2017-132976,"2017-10-13 00:00:00",24.84,21
AG-10525,CA-2014-167850,"2014-08-09 00:00:00",178.384,1
AG-10525,CA-2014-167850,"2014-08-09 00:00:00",15.552,2
AG-10525,CA-2014-158281,"2014-09-02 00:00:00",559.71,3
AG-10525,CA-2015-169572,"2015-09-06 00:00:00",46.62,4
AG-10525,CA-2015-164084,"2015-09-07 00:00:00",7.24,5
AG-10525,CA-2015-164084,"2015-09-07 00:00:00",481.176,6
AG-10525,CA-2015-164084,"2015-09-07 00:00:00",6.096,7
AG-10525,CA-2015-164084,"2015-09-07 00:00:00",70.26,8
AG-10525,CA-2015-164084,"2015-09-07 00:00:00",90,9
AG-10675,CA-2015-137512,"2015-05-07 00:00:00",15.936,1
AG-10675,CA-2015-137512,"2015-05-07 00:00:00",244.006,2
AG-10675,CA-2016-133368,"2016-01-14 00:00:00",315.776,3
AG-10675,CA-2016-133368,"2016-01-14 00:00:00",89.568,4
AG-10675,CA-2016-108987,"2016-09-08 00:00:00",2396.2656,5
AG-10675,CA-2016-108987,"2016-09-08 00:00:00",131.136,6
AG-10675,CA-2016-108987,"2016-09-08 00:00:00",57.584,7
AG-10675,CA-2016-108987,"2016-09-08 00:00:00",35.952,8
AG-10675,US-2017-146822,"2017-06-09 00:00:00",49.12,9
AG-10675,CA-2017-101483,"2017-07-29 00:00:00",4.368,10
AG-10675,CA-2017-101483,"2017-07-29 00:00:00",22,11
AG-10675,CA-2017-101483,"2017-07-29 00:00:00",34.848,12
AG-10675,US-2017-104094,"2017-09-07 00:00:00",13.48,13
AG-10675,CA-2017-163335,"2017-09-24 00:00:00",38.71,14
AG-10675,CA-2017-163335,"2017-09-24 00:00:00",40.29,15
AG-10765,US-2014-158638,"2014-09-17 00:00:00",5.892,1
AG-10765,CA-2015-110947,"2015-06-09 00:00:00",113.1,2
AG-10765,CA-2015-113222,"2015-11-09 00:00:00",10.74,3
AG-10765,CA-2017-126123,"2017-10-14 00:00:00",13.456,4
AG-10765,CA-2017-126123,"2017-10-14 00:00:00",27.396,5
AG-10900,US-2014-119137,"2014-07-23 00:00:00",9.24,1
AG-10900,US-2014-119137,"2014-07-23 00:00:00",479.04,2
AG-10900,US-2014-119137,"2014-07-23 00:00:00",8.16,3
AG-10900,US-2014-119137,"2014-07-23 00:00:00",1023.936,4
AG-10900,CA-2015-130785,"2015-09-05 00:00:00",293.199,5
AG-10900,CA-2015-130785,"2015-09-05 00:00:00",411.332,6
AG-10900,CA-2015-130785,"2015-09-05 00:00:00",28.752,7
AG-10900,CA-2015-136728,"2015-09-13 00:00:00",170.072,8
AG-10900,CA-2015-136728,"2015-09-13 00:00:00",7.824,9
AG-10900,CA-2015-115399,"2015-12-19 00:00:00",6.912,10
AG-10900,CA-2015-148376,"2015-12-27 00:00:00",106.96,11
AG-10900,CA-2015-148376,"2015-12-27 00:00:00",21.56,12
AG-10900,CA-2016-158435,"2016-05-17 00:00:00",65.17,13
AG-10900,CA-2016-158435,"2016-05-17 00:00:00",173.24,14
AG-10900,CA-2016-158435,"2016-05-17 00:00:00",14.62,15
AG-10900,CA-2016-160108,"2016-12-08 00:00:00",405.86,16
AG-10900,CA-2016-160108,"2016-12-08 00:00:00",680.01,17
AG-10900,CA-2017-110198,"2017-05-01 00:00:00",4.608,18
AG-10900,CA-2017-110198,"2017-05-01 00:00:00",314.352,19
AG-10900,CA-2017-161557,"2017-09-03 00:00:00",108.4,20
AG-10900,CA-2017-116939,"2017-09-25 00:00:00",177.55,21
AH-10030,CA-2014-122070,"2014-04-22 00:00:00",9.912,1
AH-10030,CA-2014-122070,"2014-04-22 00:00:00",247.84,2
AH-10030,CA-2014-113768,"2014-05-13 00:00:00",279.456,3
AH-10030,CA-2014-113768,"2014-05-13 00:00:00",8,4
AH-10030,US-2014-158400,"2014-10-25 00:00:00",49.408,5
AH-10030,CA-2014-157644,"2014-12-31 00:00:00",18.9,6
AH-10030,CA-2014-157644,"2014-12-31 00:00:00",34.77,7
AH-10030,CA-2015-130113,"2015-12-27 00:00:00",323.1,8
AH-10030,CA-2015-130113,"2015-12-27 00:00:00",668.16,9
AH-10030,CA-2016-162747,"2016-03-20 00:00:00",86.45,10
AH-10030,CA-2017-164000,"2017-12-18 00:00:00",18.704,11
AH-10075,CA-2014-160066,"2014-11-16 00:00:00",5.22,1
AH-10075,CA-2015-161795,"2015-12-21 00:00:00",3.008,2
AH-10075,CA-2016-144015,"2016-06-26 00:00:00",17.9,3
AH-10075,CA-2016-144015,"2016-06-26 00:00:00",231.72,4
AH-10075,CA-2016-144015,"2016-06-26 00:00:00",12.48,5
AH-10075,CA-2016-149797,"2016-09-15 00:00:00",841.568,6
AH-10075,CA-2016-147109,"2016-12-17 00:00:00",165.6,7
AH-10075,CA-2016-147109,"2016-12-17 00:00:00",51.84,8
AH-10075,CA-2017-118857,"2017-04-15 00:00:00",196.45,9
AH-10075,CA-2017-145702,"2017-05-19 00:00:00",27.888,10
AH-10075,CA-2017-145702,"2017-05-19 00:00:00",314.352,11
AH-10075,CA-2017-112004,"2017-09-25 00:00:00",190.896,12
AH-10075,CA-2017-112004,"2017-09-25 00:00:00",8.595,13
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",210.68,14
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",2.22,15
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",43.44,16
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",240.744,17
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",35,18
AH-10075,CA-2017-125451,"2017-10-23 00:00:00",637.896,19
AH-10075,CA-2017-165029,"2017-11-26 00:00:00",12.84,20
AH-10120,CA-2014-123295,"2014-07-18 00:00:00",259.136,1
AH-10120,CA-2016-135594,"2016-06-30 00:00:00",50.12,2
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",112.776,3
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",28.68,4
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",15.936,5
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",45.24,6
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",18.688,7
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",11.648,8
AH-10120,CA-2016-145261,"2016-12-18 00:00:00",377.45,9
AH-10120,CA-2017-150987,"2017-04-08 00:00:00",244.55,10
AH-10120,CA-2017-150987,"2017-04-08 00:00:00",195.76,11
AH-10120,CA-2017-107958,"2017-07-02 00:00:00",163.96,12
AH-10120,CA-2017-107958,"2017-07-02 00:00:00",5.232,13
AH-10120,CA-2017-151211,"2017-08-17 00:00:00",102.93,14
AH-10120,CA-2017-151211,"2017-08-17 00:00:00",98.16,15
AH-10120,CA-2017-131632,"2017-10-31 00:00:00",5.248,16
AH-10195,CA-2015-125185,"2015-03-05 00:00:00",33.568,1
AH-10195,CA-2015-125185,"2015-03-05 00:00:00",99.372,2
AH-10195,CA-2016-112697,"2016-12-18 00:00:00",194.528,3
AH-10195,CA-2016-112697,"2016-12-18 00:00:00",254.058,4
AH-10195,CA-2016-112697,"2016-12-18 00:00:00",961.48,5
AH-10195,CA-2017-123043,"2017-08-24 00:00:00",24.672,6
AH-10195,CA-2017-123043,"2017-08-24 00:00:00",3.744,7
AH-10195,CA-2017-154732,"2017-11-05 00:00:00",16.03,8
AH-10210,CA-2014-153983,"2014-11-29 00:00:00",575.92,1
AH-10210,CA-2014-153983,"2014-11-29 00:00:00",30.4,2
AH-10210,CA-2015-155040,"2015-11-10 00:00:00",79.9,3
AH-10210,CA-2015-165050,"2015-12-07 00:00:00",773.94,4
AH-10210,CA-2015-165050,"2015-12-07 00:00:00",6.688,5
AH-10210,CA-2015-165050,"2015-12-07 00:00:00",21.36,6
AH-10210,CA-2016-166485,"2016-02-20 00:00:00",16.496,7
AH-10210,CA-2017-104080,"2017-03-08 00:00:00",171.2,8
AH-10210,CA-2017-104080,"2017-03-08 00:00:00",3.36,9
AH-10210,CA-2017-146983,"2017-09-02 00:00:00",1577.94,10
AH-10210,US-2017-148831,"2017-10-13 00:00:00",348.56,11
AH-10210,CA-2017-166919,"2017-11-23 00:00:00",195.96,12
AH-10210,CA-2017-147956,"2017-12-24 00:00:00",1003.62,13
AH-10465,CA-2015-141243,"2015-01-03 00:00:00",7.056,1
AH-10465,CA-2015-141243,"2015-01-03 00:00:00",1352.3976,2
AH-10465,CA-2015-141243,"2015-01-03 00:00:00",398.4,3
