product_id,product_name,category,subcategory,cost_price
PROD0077,Non-Fiction Item 77,Books,Non-Fiction,55.77
PROD0078,Shirts Item 78,Clothing,Shirts,429.45
PROD0079,Educational Item 79,Books,Educational,267.5
PROD0080,Educational Item 80,Books,Educational,458.48
PROD0081,Non-Fiction Item 81,Books,Non-Fiction,383.99
PROD0082,Kitchen Item 82,Home,Kitchen,5.03
PROD0083,Laptops Item 83,Electronics,Laptops,125.95
PROD0084,Audio Item 84,Electronics,Audio,132.48
PROD0085,Kitchen Item 85,Home,Kitchen,110.91
PROD0086,Decor Item 86,Home,Decor,358.45
PROD0087,Shirts Item 87,Clothing,Shirts,365.15
PROD0088,Fiction Item 88,Books,Fiction,399.84
PROD0089,Kitchen Item 89,Home,Kitchen,226.1
PROD0090,Audio Item 90,Electronics,Audio,422.87
PROD0091,Educational Item 91,Books,Educational,331.29
PROD0092,Shirts Item 92,Clothing,Shirts,105.0
PROD0093,Shirts Item 93,Clothing,Shirts,308.88
PROD0094,Decor Item 94,Home,Decor,229.15
PROD0095,Kitchen Item 95,Home,Kitchen,436.36
PROD0096,Shirts Item 96,Clothing,Shirts,68.31
PROD0097,Audio Item 97,Electronics,Audio,379.69
PROD0098,Shirts Item 98,Clothing,Shirts,490.82
PROD0099,Shoes Item 99,Clothing,Shoes,427.93
PROD0100,Laptops Item 100,Electronics,Laptops,484.15
PROD0101,Fiction Item 101,Books,Fiction,219.01
PROD0102,Laptops Item 102,Electronics,Laptops,79.35
PROD0103,Furniture Item 103,Home,Furniture,482.2
PROD0104,Furniture Item 104,Home,Furniture,342.06
PROD0105,Phones Item 105,Electronics,Phones,424.09
PROD0106,Educational Item 106,Books,Educational,249.69
PROD0107,Shoes Item 107,Clothing,Shoes,143.96
PROD0108,Shirts Item 108,Clothing,Shirts,245.32
PROD0109,Fiction Item 109,Books,Fiction,491.51
PROD0110,Kitchen Item 110,Home,Kitchen,370.52
PROD0111,Phones Item 111,Electronics,Phones,488.0
PROD0112,Laptops Item 112,Electronics,Laptops,443.82
PROD0113,Decor Item 113,Home,Decor,331.95
PROD0114,Shirts Item 114,Clothing,Shirts,26.89
PROD0115,Furniture Item 115,Home,Furniture,233.92
PROD0116,Kitchen Item 116,Home,Kitchen,381.45
PROD0117,Shirts Item 117,Clothing,Shirts,208.71
PROD0118,Kitchen Item 118,Home,Kitchen,304.96
PROD0119,Decor Item 119,Home,Decor,152.39
PROD0120,Pants Item 120,Clothing,Pants,131.59
PROD0121,Audio Item 121,Electronics,Audio,116.93
PROD0122,Shirts Item 122,Clothing,Shirts,402.79
PROD0123,Phones Item 123,Electronics,Phones,312.96
PROD0124,Fiction Item 124,Books,Fiction,396.49
PROD0125,Shoes Item 125,Clothing,Shoes,204.46
PROD0126,Decor Item 126,Home,Decor,326.82
PROD0127,Decor Item 127,Home,Decor,16.8
PROD0128,Shirts Item 128,Clothing,Shirts,342.85
PROD0129,Audio Item 129,Electronics,Audio,321.76
PROD0130,Shirts Item 130,Clothing,Shirts,471.3
PROD0131,Kitchen Item 131,Home,Kitchen,335.11
PROD0132,Shoes Item 132,Clothing,Shoes,92.76
PROD0133,Pants Item 133,Clothing,Pants,493.59
PROD0134,Shoes Item 134,Clothing,Shoes,295.59
PROD0135,Audio Item 135,Electronics,Audio,60.74
PROD0136,Phones Item 136,Electronics,Phones,263.71
PROD0137,Decor Item 137,Home,Decor,358.93
PROD0138,Pants Item 138,Clothing,Pants,254.48
PROD0139,Kitchen Item 139,Home,Kitchen,363.7
PROD0140,Shoes Item 140,Clothing,Shoes,194.08
PROD0141,Fiction Item 141,Books,Fiction,220.25
PROD0142,Shirts Item 142,Clothing,Shirts,171.66
PROD0143,Non-Fiction Item 143,Books,Non-Fiction,460.38
PROD0144,Decor Item 144,Home,Decor,279.26
PROD0145,Phones Item 145,Electronics,Phones,295.6
PROD0146,Audio Item 146,Electronics,Audio,108.52
PROD0147,Fiction Item 147,Books,Fiction,174.26
PROD0148,Kitchen Item 148,Home,Kitchen,468.42
PROD0149,Shirts Item 149,Clothing,Shirts,110.54
PROD0150,Audio Item 150,Electronics,Audio,165.24
PROD0151,Decor Item 151,Home,Decor,68.85
PROD0152,Fiction Item 152,Books,Fiction,353.05
PROD0153,Furniture Item 153,Home,Furniture,311.53
PROD0154,Shoes Item 154,Clothing,Shoes,125.86
PROD0155,Furniture Item 155,Home,Furniture,330.44
PROD0156,Laptops Item 156,Electronics,Laptops,315.88
PROD0157,Decor Item 157,Home,Decor,354.05
PROD0158,Decor Item 158,Home,Decor,360.24
PROD0159,Phones Item 159,Electronics,Phones,240.27
PROD0160,Decor Item 160,Home,Decor,263.1
PROD0161,Shoes Item 161,Clothing,Shoes,278.23
PROD0162,Shirts Item 162,Clothing,Shirts,162.32
PROD0163,Kitchen Item 163,Home,Kitchen,40.79
PROD0164,Furniture Item 164,Home,Furniture,454.68
PROD0165,Phones Item 165,Electronics,Phones,87.78
PROD0166,Furniture Item 166,Home,Furniture,10.2
PROD0167,Furniture Item 167,Home,Furniture,317.12
PROD0168,Pants Item 168,Clothing,Pants,309.79
PROD0169,Laptops Item 169,Electronics,Laptops,252.07
PROD0170,Furniture Item 170,Home,Furniture,288.87
PROD0171,Fiction Item 171,Books,Fiction,445.31
PROD0172,Fiction Item 172,Books,Fiction,149.48
PROD0173,Fiction Item 173,Books,Fiction,134.41
PROD0174,Kitchen Item 174,Home,Kitchen,57.7
PROD0175,Shoes Item 175,Clothing,Shoes,92.57
PROD0176,Phones Item 176,Electronics,Phones,137.17
PROD0177,Furniture Item 177,Home,Furniture,440.54
PROD0178,Phones Item 178,Electronics,Phones,486.82
PROD0179,Non-Fiction Item 179,Books,Non-Fiction,449.15
PROD0180,Fiction Item 180,Books,Fiction,312.72
PROD0181,Pants Item 181,Clothing,Pants,304.23
PROD0182,Furniture Item 182,Home,Furniture,406.52
PROD0183,Shoes Item 183,Clothing,Shoes,98.12
PROD0184,Decor Item 184,Home,Decor,188.86
PROD0185,Pants Item 185,Clothing,Pants,204.18
PROD0186,Audio Item 186,Electronics,Audio,125.7
PROD0187,Decor Item 187,Home,Decor,144.16
PROD0188,Pants Item 188,Clothing,Pants,243.6
PROD0189,Decor Item 189,Home,Decor,72.55
PROD0190,Shirts Item 190,Clothing,Shirts,356.64
PROD0191,Pants Item 191,Clothing,Pants,431.13
PROD0192,Educational Item 192,Books,Educational,499.43
PROD0193,Laptops Item 193,Electronics,Laptops,191.74
PROD0194,Non-Fiction Item 194,Books,Non-Fiction,396.45
PROD0195,Decor Item 195,Home,Decor,401.52
PROD0196,Laptops Item 196,Electronics,Laptops,231.83
PROD0197,Audio Item 197,Electronics,Audio,77.68
PROD0198,Shirts Item 198,Clothing,Shirts,7.67
PROD0199,Decor Item 199,Home,Decor,462.96
PROD0200,Non-Fiction Item 200,Books,Non-Fiction,146.68
PROD0201,Educational Item 201,Books,Educational,241.53
PROD0202,Laptops Item 202,Electronics,Laptops,366.75
PROD0203,Fiction Item 203,Books,Fiction,483.02
PROD0204,Audio Item 204,Electronics,Audio,55.53
PROD0205,Audio Item 205,Electronics,Audio,60.92
PROD0206,Educational Item 206,Books,Educational,117.47
PROD0207,Laptops Item 207,Electronics,Laptops,143.89
PROD0208,Shirts Item 208,Clothing,Shirts,390.08
PROD0209,Educational Item 209,Books,Educational,114.99
PROD0210,Audio Item 210,Electronics,Audio,404.29
PROD0211,Laptops Item 211,Electronics,Laptops,328.55
PROD0212,Shoes Item 212,Clothing,Shoes,348.23
PROD0213,Audio Item 213,Electronics,Audio,204.98
PROD0214,Kitchen Item 214,Home,Kitchen,34.56
PROD0215,Laptops Item 215,Electronics,Laptops,338.15
PROD0216,Kitchen Item 216,Home,Kitchen,111.67
PROD0217,Educational Item 217,Books,Educational,111.53
PROD0218,Educational Item 218,Books,Educational,387.54
PROD0219,Decor Item 219,Home,Decor,210.07
PROD0220,Laptops Item 220,Electronics,Laptops,8.52
PROD0221,Educational Item 221,Books,Educational,456.29
PROD0222,Shoes Item 222,Clothing,Shoes,66.25
PROD0223,Furniture Item 223,Home,Furniture,334.15
PROD0224,Phones Item 224,Electronics,Phones,382.66
PROD0225,Furniture Item 225,Home,Furniture,29.24
PROD0226,Kitchen Item 226,Home,Kitchen,69.29
PROD0227,Shoes Item 227,Clothing,Shoes,334.96
PROD0228,Laptops Item 228,Electronics,Laptops,134.01
PROD0229,Educational Item 229,Books,Educational,242.26
PROD0230,Fiction Item 230,Books,Fiction,203.21
PROD0231,Non-Fiction Item 231,Books,Non-Fiction,185.32
PROD0232,Phones Item 232,Electronics,Phones,52.69
PROD0233,Non-Fiction Item 233,Books,Non-Fiction,245.77
PROD0234,Audio Item 234,Electronics,Audio,383.34
PROD0235,Fiction Item 235,Books,Fiction,372.99
PROD0236,Educational Item 236,Books,Educational,302.42
PROD0237,Laptops Item 237,Electronics,Laptops,439.41
PROD0238,Shirts Item 238,Clothing,Shirts,101.67
PROD0239,Educational Item 239,Books,Educational,308.5
PROD0240,Decor Item 240,Home,Decor,86.49
PROD0241,Kitchen Item 241,Home,Kitchen,255.48
PROD0242,Educational Item 242,Books,Educational,467.8
PROD0243,Audio Item 243,Electronics,Audio,218.48
PROD0244,Phones Item 244,Electronics,Phones,187.22
PROD0245,Non-Fiction Item 245,Books,Non-Fiction,149.76
PROD0246,Shoes Item 246,Clothing,Shoes,126.38
PROD0247,Phones Item 247,Electronics,Phones,458.79
PROD0248,Shoes Item 248,Clothing,Shoes,347.94
PROD0249,Fiction Item 249,Books,Fiction,337.4
PROD0250,Decor Item 250,Home,Decor,343.12
PROD0251,Kitchen Item 251,Home,Kitchen,275.3
PROD0252,Phones Item 252,Electronics,Phones,8.19
PROD0253,Decor Item 253,Home,Decor,128.1
PROD0254,Shirts Item 254,Clothing,Shirts,249.62
PROD0255,Non-Fiction Item 255,Books,Non-Fiction,240.02
PROD0256,Kitchen Item 256,Home,Kitchen,491.89
PROD0257,Laptops Item 257,Electronics,Laptops,422.48
PROD0258,Furniture Item 258,Home,Furniture,494.63
PROD0259,Decor Item 259,Home,Decor,416.78
PROD0260,Phones Item 260,Electronics,Phones,315.89
PROD0261,Furniture Item 261,Home,Furniture,240.14
PROD0262,Fiction Item 262,Books,Fiction,8.55
PROD0263,Furniture Item 263,Home,Furniture,499.54
PROD0264,Laptops Item 264,Electronics,Laptops,446.41
PROD0265,Decor Item 265,Home,Decor,384.88
PROD0266,Non-Fiction Item 266,Books,Non-Fiction,337.64
PROD0267,Audio Item 267,Electronics,Audio,230.69
PROD0268,Pants Item 268,Clothing,Pants,60.83
PROD0269,Decor Item 269,Home,Decor,123.84
PROD0270,Shirts Item 270,Clothing,Shirts,241.09
PROD0271,Shoes Item 271,Clothing,Shoes,401.22
PROD0272,Decor Item 272,Home,Decor,472.7
PROD0273,Audio Item 273,Electronics,Audio,331.76
PROD0274,Phones Item 274,Electronics,Phones,100.67
PROD0275,Laptops Item 275,Electronics,Laptops,198.63
PROD0276,Kitchen Item 276,Home,Kitchen,90.95
PROD0277,Kitchen Item 277,Home,Kitchen,431.55
PROD0278,Decor Item 278,Home,Decor,188.23
PROD0279,Pants Item 279,Clothing,Pants,105.8
PROD0280,Decor Item 280,Home,Decor,37.57
PROD0281,Phones Item 281,Electronics,Phones,44.29
PROD0282,Pants Item 282,Clothing,Pants,486.95
PROD0283,Pants Item 283,Clothing,Pants,394.13
PROD0284,Phones Item 284,Electronics,Phones,109.84
PROD0285,Shoes Item 285,Clothing,Shoes,74.44
PROD0286,Non-Fiction Item 286,Books,Non-Fiction,5.14
PROD0287,Pants Item 287,Clothing,Pants,189.89
PROD0288,Phones Item 288,Electronics,Phones,55.94
PROD0289,Shoes Item 289,Clothing,Shoes,161.89
PROD0290,Educational Item 290,Books,Educational,284.34
PROD0291,Educational Item 291,Books,Educational,294.85
PROD0292,Educational Item 292,Books,Educational,237.66
PROD0293,Shirts Item 293,Clothing,Shirts,337.65
PROD0294,Educational Item 294,Books,Educational,360.35
PROD0295,Phones Item 295,Electronics,Phones,272.28
PROD0296,Laptops Item 296,Electronics,Laptops,454.14
PROD0297,Furniture Item 297,Home,Furniture,327.74
PROD0298,Pants Item 298,Clothing,Pants,76.47
PROD0299,Phones Item 299,Electronics,Phones,376.44
PROD0300,Laptops Item 300,Electronics,Laptops,410.37
PROD0301,Phones Item 301,Electronics,Phones,268.33
PROD0302,Audio Item 302,Electronics,Audio,27.2
PROD0303,Laptops Item 303,Electronics,Laptops,420.56
PROD0304,Pants Item 304,Clothing,Pants,39.75
PROD0305,Pants Item 305,Clothing,Pants,456.24
PROD0306,Non-Fiction Item 306,Books,Non-Fiction,205.71
PROD0307,Fiction Item 307,Books,Fiction,445.27
PROD0308,Audio Item 308,Electronics,Audio,143.73
PROD0309,Phones Item 309,Electronics,Phones,45.5
PROD0310,Furniture Item 310,Home,Furniture,326.33
PROD0311,Pants Item 311,Clothing,Pants,292.76
PROD0312,Shirts Item 312,Clothing,Shirts,329.38
PROD0313,Shoes Item 313,Clothing,Shoes,483.53
PROD0314,Non-Fiction Item 314,Books,Non-Fiction,355.51
PROD0315,Furniture Item 315,Home,Furniture,269.72
PROD0316,Laptops Item 316,Electronics,Laptops,231.9
PROD0317,Kitchen Item 317,Home,Kitchen,403.08
PROD0318,Decor Item 318,Home,Decor,333.62
PROD0319,Shirts Item 319,Clothing,Shirts,273.58
PROD0320,Decor Item 320,Home,Decor,139.83
PROD0321,Fiction Item 321,Books,Fiction,147.46
PROD0322,Pants Item 322,Clothing,Pants,382.99
PROD0323,Decor Item 323,Home,Decor,256.41
PROD0324,Audio Item 324,Electronics,Audio,262.38
PROD0325,Non-Fiction Item 325,Books,Non-Fiction,295.48
PROD0326,Pants Item 326,Clothing,Pants,237.29
PROD0327,Phones Item 327,Electronics,Phones,46.01
PROD0328,Audio Item 328,Electronics,Audio,354.85
PROD0329,Shoes Item 329,Clothing,Shoes,384.57
PROD0330,Shoes Item 330,Clothing,Shoes,239.87
PROD0331,Fiction Item 331,Books,Fiction,37.44
PROD0332,Shirts Item 332,Clothing,Shirts,319.41
PROD0333,Phones Item 333,Electronics,Phones,176.97
PROD0334,Shoes Item 334,Clothing,Shoes,301.7
PROD0335,Audio Item 335,Electronics,Audio,132.29
PROD0336,Furniture Item 336,Home,Furniture,489.43
PROD0337,Fiction Item 337,Books,Fiction,208.97
PROD0338,Shoes Item 338,Clothing,Shoes,30.25
PROD0339,Pants Item 339,Clothing,Pants,98.42
PROD0340,Kitchen Item 340,Home,Kitchen,25.34
PROD0341,Laptops Item 341,Electronics,Laptops,383.3
PROD0342,Pants Item 342,Clothing,Pants,439.36
PROD0343,Audio Item 343,Electronics,Audio,267.37
PROD0344,Phones Item 344,Electronics,Phones,333.52
PROD0345,Decor Item 345,Home,Decor,294.37
PROD0346,Decor Item 346,Home,Decor,115.99
PROD0347,Laptops Item 347,Electronics,Laptops,329.24
PROD0348,Fiction Item 348,Books,Fiction,117.66
PROD0349,Decor Item 349,Home,Decor,50.09
PROD0350,Non-Fiction Item 350,Books,Non-Fiction,438.6
PROD0351,Phones Item 351,Electronics,Phones,284.21
PROD0352,Laptops Item 352,Electronics,Laptops,497.12
PROD0353,Furniture Item 353,Home,Furniture,183.8
PROD0354,Pants Item 354,Clothing,Pants,298.86
PROD0355,Shoes Item 355,Clothing,Shoes,396.49
PROD0356,Audio Item 356,Electronics,Audio,316.11
PROD0357,Shoes Item 357,Clothing,Shoes,333.98
PROD0358,Non-Fiction Item 358,Books,Non-Fiction,489.41
PROD0359,Shirts Item 359,Clothing,Shirts,5.94
PROD0360,Decor Item 360,Home,Decor,487.81
PROD0361,Kitchen Item 361,Home,Kitchen,169.71
PROD0362,Audio Item 362,Electronics,Audio,172.55
PROD0363,Fiction Item 363,Books,Fiction,246.93
PROD0364,Non-Fiction Item 364,Books,Non-Fiction,225.47
PROD0365,Decor Item 365,Home,Decor,494.04
PROD0366,Audio Item 366,Electronics,Audio,282.61
PROD0367,Educational Item 367,Books,Educational,271.22
PROD0368,Fiction Item 368,Books,Fiction,51.16
PROD0369,Kitchen Item 369,Home,Kitchen,257.8
PROD0370,Laptops Item 370,Electronics,Laptops,453.17
PROD0371,Laptops Item 371,Electronics,Laptops,194.7
PROD0372,Shoes Item 372,Clothing,Shoes,440.72
PROD0373,Furniture Item 373,Home,Furniture,382.5
PROD0374,Kitchen Item 374,Home,Kitchen,96.12
PROD0375,Audio Item 375,Electronics,Audio,483.95
PROD0376,Decor Item 376,Home,Decor,25.67
PROD0377,Pants Item 377,Clothing,Pants,283.04
PROD0378,Shirts Item 378,Clothing,Shirts,148.68
PROD0379,Pants Item 379,Clothing,Pants,208.72
PROD0380,Pants Item 380,Clothing,Pants,205.0
PROD0381,Non-Fiction Item 381,Books,Non-Fiction,322.8
PROD0382,Kitchen Item 382,Home,Kitchen,321.7
PROD0383,Decor Item 383,Home,Decor,393.27
PROD0384,Non-Fiction Item 384,Books,Non-Fiction,497.36
PROD0385,Audio Item 385,Electronics,Audio,312.24
PROD0386,Laptops Item 386,Electronics,Laptops,490.35
PROD0387,Non-Fiction Item 387,Books,Non-Fiction,19.21
PROD0388,Fiction Item 388,Books,Fiction,131.91
PROD0389,Shirts Item 389,Clothing,Shirts,306.2
PROD0390,Educational Item 390,Books,Educational,439.51
PROD0391,Decor Item 391,Home,Decor,380.75
PROD0392,Shoes Item 392,Clothing,Shoes,98.17
PROD0393,Pants Item 393,Clothing,Pants,339.52
PROD0394,Pants Item 394,Clothing,Pants,316.42
PROD0395,Pants Item 395,Clothing,Pants,168.25
PROD0396,Pants Item 396,Clothing,Pants,209.87
PROD0397,Educational Item 397,Books,Educational,255.99
PROD0398,Audio Item 398,Electronics,Audio,82.81
PROD0399,Fiction Item 399,Books,Fiction,342.54
PROD0400,Non-Fiction Item 400,Books,Non-Fiction,314.59
PROD0401,Fiction Item 401,Books,Fiction,317.47
PROD0402,Pants Item 402,Clothing,Pants,370.25
PROD0403,Audio Item 403,Electronics,Audio,438.7
PROD0404,Kitchen Item 404,Home,Kitchen,120.73
PROD0405,Shoes Item 405,Clothing,Shoes,101.71
PROD0406,Fiction Item 406,Books,Fiction,322.78
PROD0407,Fiction Item 407,Books,Fiction,94.12
PROD0408,Phones Item 408,Electronics,Phones,285.98
PROD0409,Shirts Item 409,Clothing,Shirts,365.47
PROD0410,Educational Item 410,Books,Educational,202.06
PROD0411,Pants Item 411,Clothing,Pants,318.43
PROD0412,Audio Item 412,Electronics,Audio,236.92
PROD0413,Pants Item 413,Clothing,Pants,198.76
PROD0414,Non-Fiction Item 414,Books,Non-Fiction,171.25
PROD0415,Non-Fiction Item 415,Books,Non-Fiction,200.88
PROD0416,Shirts Item 416,Clothing,Shirts,456.19
PROD0417,Educational Item 417,Books,Educational,226.62
PROD0418,Shoes Item 418,Clothing,Shoes,326.0
PROD0419,Phones Item 419,Electronics,Phones,365.6
PROD0420,Fiction Item 420,Books,Fiction,144.15
PROD0421,Fiction Item 421,Books,Fiction,162.26
PROD0422,Shoes Item 422,Clothing,Shoes,163.12
PROD0423,Non-Fiction Item 423,Books,Non-Fiction,44.24
PROD0424,Phones Item 424,Electronics,Phones,85.82
PROD0425,Shirts Item 425,Clothing,Shirts,255.44
PROD0426,Furniture Item 426,Home,Furniture,309.79
PROD0427,Non-Fiction Item 427,Books,Non-Fiction,223.94
PROD0428,Kitchen Item 428,Home,Kitchen,330.82
PROD0429,Decor Item 429,Home,Decor,165.65
PROD0430,Shirts Item 430,Clothing,Shirts,334.04
PROD0431,Shirts Item 431,Clothing,Shirts,209.08
PROD0432,Educational Item 432,Books,Educational,170.62
PROD0433,Non-Fiction Item 433,Books,Non-Fiction,419.8
PROD0434,Non-Fiction Item 434,Books,Non-Fiction,362.17
PROD0435,Phones Item 435,Electronics,Phones,401.83
PROD0436,Pants Item 436,Clothing,Pants,447.38
PROD0437,Non-Fiction Item 437,Books,Non-Fiction,170.18
PROD0438,Pants Item 438,Clothing,Pants,423.97
PROD0439,Shirts Item 439,Clothing,Shirts,480.91
PROD0440,Audio Item 440,Electronics,Audio,452.46
PROD0441,Shoes Item 441,Clothing,Shoes,374.04
PROD0442,Shirts Item 442,Clothing,Shirts,284.2
PROD0443,Non-Fiction Item 443,Books,Non-Fiction,185.26
PROD0444,Laptops Item 444,Electronics,Laptops,337.76
PROD0445,Fiction Item 445,Books,Fiction,302.25
PROD0446,Audio Item 446,Electronics,Audio,291.2
PROD0447,Furniture Item 447,Home,Furniture,298.06
PROD0448,Decor Item 448,Home,Decor,399.65
PROD0449,Pants Item 449,Clothing,Pants,25.62
PROD0450,Phones Item 450,Electronics,Phones,204.98
PROD0451,Non-Fiction Item 451,Books,Non-Fiction,320.16
PROD0452,Audio Item 452,Electronics,Audio,308.75
PROD0453,Pants Item 453,Clothing,Pants,478.6
PROD0454,Shirts Item 454,Clothing,Shirts,499.54
PROD0455,Shoes Item 455,Clothing,Shoes,273.78
PROD0456,Non-Fiction Item 456,Books,Non-Fiction,265.26
PROD0457,Fiction Item 457,Books,Fiction,194.96
PROD0458,Shoes Item 458,Clothing,Shoes,31.37
PROD0459,Fiction Item 459,Books,Fiction,158.34
PROD0460,Decor Item 460,Home,Decor,288.84
PROD0461,Laptops Item 461,Electronics,Laptops,438.46
PROD0462,Shoes Item 462,Clothing,Shoes,264.48
PROD0463,Audio Item 463,Electronics,Audio,19.0
PROD0464,Fiction Item 464,Books,Fiction,103.68
PROD0465,Kitchen Item 465,Home,Kitchen,151.86
PROD0466,Audio Item 466,Electronics,Audio,282.37
PROD0467,Decor Item 467,Home,Decor,425.98
PROD0468,Non-Fiction Item 468,Books,Non-Fiction,308.9
PROD0469,Phones Item 469,Electronics,Phones,110.61
PROD0470,Phones Item 470,Electronics,Phones,479.29
PROD0471,Shirts Item 471,Clothing,Shirts,20.07
PROD0472,Furniture Item 472,Home,Furniture,372.68
PROD0473,Kitchen Item 473,Home,Kitchen,355.12
PROD0474,Shirts Item 474,Clothing,Shirts,182.36
PROD0475,Phones Item 475,Electronics,Phones,393.2
PROD0476,Non-Fiction Item 476,Books,Non-Fiction,486.99
PROD0477,Furniture Item 477,Home,Furniture,71.83
PROD0478,Fiction Item 478,Books,Fiction,456.26
PROD0479,Laptops Item 479,Electronics,Laptops,253.73
PROD0480,Shoes Item 480,Clothing,Shoes,54.38
PROD0481,Fiction Item 481,Books,Fiction,209.41
PROD0482,Pants Item 482,Clothing,Pants,33.83
PROD0483,Non-Fiction Item 483,Books,Non-Fiction,34.83
PROD0484,Phones Item 484,Electronics,Phones,320.42
PROD0485,Fiction Item 485,Books,Fiction,337.14
PROD0486,Decor Item 486,Home,Decor,315.9
PROD0487,Non-Fiction Item 487,Books,Non-Fiction,264.41
PROD0488,Audio Item 488,Electronics,Audio,122.79
PROD0489,Kitchen Item 489,Home,Kitchen,492.54
PROD0490,Audio Item 490,Electronics,Audio,98.89
PROD0491,Laptops Item 491,Electronics,Laptops,110.88
PROD0492,Shoes Item 492,Clothing,Shoes,204.5
PROD0493,Furniture Item 493,Home,Furniture,407.77
PROD0494,Pants Item 494,Clothing,Pants,9.78
PROD0495,Non-Fiction Item 495,Books,Non-Fiction,268.54
PROD0496,Shoes Item 496,Clothing,Shoes,37.25
PROD0497,Phones Item 497,Electronics,Phones,154.94
PROD0498,Kitchen Item 498,Home,Kitchen,437.1
PROD0499,Furniture Item 499,Home,Furniture,377.78
PROD0500,Fiction Item 500,Books,Fiction,483.04
