order_id,customer_id,order_date,status,region_code
ORD00121,CUST0295,2023-02-28 19:50:34,SHIPPED,SOUTH
ORD00122,CUST0087,2024-06-11 03:09:08,SHIPPED,EAST
ORD00123,CUST0225,2023-10-24 22:50:31,SHIPPED,SOUTH
ORD00124,CUST0248,2023-12-01 04:33:38,SHIPPED,EAST
ORD00125,CUST0085,2023-06-06 19:13:53,CANCELLED,NORTH
ORD00126,CUST0474,2023-01-27 06:46:06,CANCELLED,NORTH
ORD00127,CUST0140,2024-04-14 01:15:22,CANCELLED,SOUTH
ORD00128,CUST0328,2023-03-10 23:52:34,RETURNED,SOUTH
ORD00129,CUST0374,2024-06-03 13:18:23,CANCELLED,EAST
ORD00130,CUST0466,2024-06-30 13:26:22,SHIPPED,SOUTH
ORD00131,CUST0299,2023-01-02 18:30:10,RETURNED,SOUTH
ORD00132,CUST0422,2024-06-28 02:09:18,RETURNED,EAST
ORD00133,CUST0373,2024-10-12 04:04:31,DELIVERED,EAST
ORD00134,CUST0284,2024-11-16 17:20:25,PLACED,NORTH
ORD00135,CUST0342,2024-06-28 03:33:34,PLACED,WEST
ORD00136,CUST0280,2023-07-05 04:16:35,SHIPPED,SOUTH
ORD00137,CUST0005,2023-01-12 01:16:00,DELIVERED,NORTH
ORD00138,CUST0040,2023-12-21 00:25:07,CANCELLED,NORTH
ORD00139,CUST0149,2023-03-11 14:42:09,SHIPPED,SOUTH
ORD00140,CUST0150,2024-03-09 00:55:00,RETURNED,WEST
ORD00141,CUST0447,2023-04-22 00:47:15,CANCELLED,EAST
ORD00142,CUST0098,2023-05-01 02:00:58,CANCELLED,NORTH
ORD00143,CUST0307,2023-06-03 23:19:43,SHIPPED,SOUTH
ORD00144,CUST0497,2024-06-24 23:43:32,PLACED,WEST
ORD00145,CUST0406,2023-04-10 18:36:19,DELIVERED,WEST
ORD00146,CUST0214,06-11-2023,RETURNED,EAST
ORD00147,CUST0381,2024-09-16 20:37:30,SHIPPED,NORTH
ORD00148,CUST0387,2024-01-27 22:55:03,PLACED,WEST
ORD00149,CUST0420,2023-11-08 13:13:40,SHIPPED,SOUTH
ORD00150,CUST0297,2024-12-29 03:04:04,PLACED,EAST
ORD00151,CUST0073,2023-11-12 18:05:37,SHIPPED,EAST
ORD00152,CUST0247,15-06-2023,CANCELLED,NORTH
ORD00153,CUST0297,2023-05-27 11:21:50,SHIPPED,NORTH
ORD00154,CUST0231,2024-11-16 16:25:12,DELIVERED,SOUTH
ORD00155,CUST0280,09-09-2023,RETURNED,EAST
ORD00156,CUST0420,2023-05-19 14:29:09,RETURNED,NORTH
ORD00157,CUST0029,2023-02-26 04:48:38,RETURNED,EAST
ORD00158,CUST0205,2023-10-23 21:52:05,DELIVERED,WEST
ORD00159,CUST0054,2023-07-02 21:22:43,PLACED,NORTH
ORD00160,CUST0252,2024-12-04 14:17:50,PLACED,WEST
ORD00161,CUST0097,2023-11-11 19:15:53,SHIPPED,WEST
ORD00162,CUST0448,2024-11-14 15:05:38,CANCELLED,WEST
ORD00163,CUST0363,2023-04-30 06:07:34,CANCELLED,NORTH
ORD00164,CUST0020,2024-06-26 10:37:11,DELIVERED,SOUTH
ORD00165,CUST0429,2024-04-14 13:47:14,SHIPPED,SOUTH
ORD00166,CUST0014,2023-10-07 00:20:15,DELIVERED,SOUTH
ORD00167,CUST0280,2023-02-13 11:34:06,DELIVERED,NORTH
ORD00168,CUST0455,2023-03-29 00:10:32,RETURNED,WEST
ORD00169,CUST0494,2023-12-06 07:43:58,CANCELLED,WEST
ORD00170,CUST0004,2023-03-31 04:09:46,CANCELLED,EAST
ORD00171,CUST0484,2023-02-20 22:23:47,CANCELLED,SOUTH
ORD00172,CUST0453,2024-07-30 03:29:58,CANCELLED,WEST
ORD00173,CUST0144,2024-12-25 14:01:12,PLACED,WEST
ORD00174,CUST0325,2023-09-30 10:54:04,SHIPPED,WEST
ORD00175,CUST0078,2023-07-04 04:14:14,RETURNED,SOUTH
ORD00176,CUST0485,2023-01-13 18:31:59,PLACED,WEST
ORD00177,CUST0432,2024-09-09 09:23:58,RETURNED,WEST
ORD00178,CUST0359,2023-10-16 14:27:24,DELIVERED,NORTH
ORD00179,CUST0300,2023-05-15 04:13:04,RETURNED,NORTH
ORD00180,CUST0479,2024-05-06 18:42:11,CANCELLED,WEST
ORD00181,CUST0373,2023-07-09 17:30:09,DELIVERED,EAST
ORD00182,CUST0309,2023-02-08 14:10:17,SHIPPED,WEST
ORD00183,CUST0259,2023-11-17 07:18:23,DELIVERED,WEST
ORD00184,CUST0130,2023-03-21 18:14:40,DELIVERED,SOUTH
ORD00185,CUST0158,2024-12-08 14:28:52,CANCELLED,EAST
ORD00186,CUST0339,2023-07-01 10:53:24,SHIPPED,SOUTH
ORD00187,CUST0384,10-05-2024,CANCELLED,EAST
ORD00188,CUST0233,2024-09-17 22:51:25,PLACED,NORTH
ORD00189,CUST0359,2024-06-17 00:57:24,SHIPPED,SOUTH
ORD00190,CUST0410,2023-05-08 07:41:38,PLACED,SOUTH
ORD00191,CUST0195,2023-08-04 14:15:09,DELIVERED,NORTH
ORD00192,CUST0443,2024-12-30 06:13:42,RETURNED,SOUTH
ORD00193,CUST0218,2023-10-25 02:21:11,DELIVERED,NORTH
ORD00194,CUST0045,2024-08-26 12:11:59,PLACED,WEST
ORD00195,CUST0222,2024-11-23 02:19:09,CANCELLED,SOUTH
ORD00196,CUST0162,2023-05-17 23:51:40,RETURNED,SOUTH
ORD00197,CUST0240,2023-04-26 06:09:58,SHIPPED,EAST
ORD00198,CUST0168,2023-04-23 11:15:55,SHIPPED,SOUTH
ORD00199,CUST0331,2024-09-22 10:02:05,RETURNED,NORTH
ORD00200,CUST0374,2023-02-08 15:48:35,CANCELLED,WEST
ORD00201,CUST0214,2024-12-28 14:22:30,RETURNED,SOUTH
ORD00202,CUST0016,2024-09-05 15:40:34,PLACED,SOUTH
ORD00203,CUST0066,2024-03-14 19:04:39,CANCELLED,WEST
ORD00204,CUST0133,2023-09-27 05:16:01,CANCELLED,EAST
ORD00205,CUST0130,2023-08-04 11:05:25,RETURNED,NORTH
ORD00206,CUST0346,2024-01-03 20:45:42,RETURNED,EAST
ORD00207,CUST0173,2024-04-17 21:45:54,RETURNED,WEST
ORD00208,CUST0207,2023-06-02 06:41:39,PLACED,SOUTH
ORD00209,CUST0490,2023-10-07 03:12:04,DELIVERED,NORTH
ORD00210,CUST0219,2023-01-08 15:11:40,DELIVERED,SOUTH
ORD00211,CUST0163,2024-11-19 03:32:35,RETURNED,NORTH
ORD00212,CUST0481,2024-07-25 09:17:09,PLACED,SOUTH
ORD00213,CUST0482,2024-08-06 23:37:43,DELIVERED,EAST
ORD00214,CUST0467,2024-11-26 09:48:36,CANCELLED,WEST
ORD00215,CUST0380,2024-03-13 02:56:57,CANCELLED,SOUTH
ORD00216,CUST0270,2023-10-06 06:02:24,CANCELLED,NORTH
ORD00217,CUST0388,2023-11-02 04:07:09,PLACED,EAST
ORD00218,CUST0097,2024-09-25 19:15:02,RETURNED,EAST
ORD00219,CUST0359,2024-10-29 04:33:24,RETURNED,EAST
ORD00220,CUST0075,2023-02-19 02:29:46,RETURNED,SOUTH
ORD00221,CUST0139,2023-10-28 20:26:15,DELIVERED,NORTH
ORD00222,CUST0366,2023-07-12 05:15:42,RETURNED,EAST
ORD00223,CUST0176,2023-05-01 04:52:22,SHIPPED,WEST
ORD00224,CUST0423,2023-12-16 19:55:40,SHIPPED,WEST
ORD00225,CUST0382,2023-04-07 00:38:53,CANCELLED,WEST
ORD00226,CUST0397,2023-11-05 00:48:54,PLACED,NORTH
ORD00227,CUST0427,2024-12-03 23:38:57,DELIVERED,NORTH
ORD00228,CUST0075,2024-06-29 13:12:20,CANCELLED,SOUTH
ORD00229,CUST0257,20-06-2023,CANCELLED,WEST
ORD00230,CUST0424,2024-09-19 01:53:31,CANCELLED,SOUTH
ORD00231,CUST0358,2024-06-23 18:49:11,SHIPPED,EAST
ORD00232,CUST0046,2024-04-24 10:10:27,CANCELLED,SOUTH
ORD00233,CUST0098,18-08-2023,CANCELLED,NORTH
ORD00234,CUST0381,04-02-2023,DELIVERED,EAST
ORD00235,CUST0133,2023-04-18 16:46:34,PLACED,EAST
ORD00236,CUST0494,2024-05-31 01:27:24,DELIVERED,WEST
ORD00237,CUST0031,2023-09-03 12:55:10,CANCELLED,EAST
ORD00238,CUST0195,22-12-2024,DELIVERED,EAST
ORD00239,CUST0215,28-10-2024,SHIPPED,WEST
ORD00240,CUST0285,04-12-2023,RETURNED,WEST
ORD00241,CUST0265,2024-08-10 09:57:44,DELIVERED,NORTH
ORD00242,CUST0078,2024-08-19 07:32:35,DELIVERED,NORTH
ORD00243,CUST0310,2024-11-03 21:20:25,SHIPPED,WEST
ORD00244,CUST0196,2024-10-14 13:01:02,RETURNED,WEST
ORD00245,CUST0053,2024-06-02 02:14:56,PLACED,EAST
ORD00246,CUST0137,2023-01-20 08:00:04,DELIVERED,SOUTH
ORD00247,CUST0138,2023-03-29 18:36:18,SHIPPED,SOUTH
ORD00248,CUST0084,2023-04-24 15:07:30,PLACED,EAST
ORD00249,CUST0216,2023-02-11 02:20:56,PLACED,SOUTH
ORD00250,CUST0211,2023-06-24 00:23:00,CANCELLED,NORTH
ORD00251,CUST0055,2023-08-28 13:31:28,SHIPPED,SOUTH
ORD00252,CUST0226,2023-06-17 22:07:26,DELIVERED,SOUTH
ORD00253,CUST0028,2024-08-28 06:15:02,SHIPPED,NORTH
ORD00254,CUST0106,2023-03-04 04:42:51,DELIVERED,WEST
ORD00255,CUST0110,2024-06-15 22:30:54,CANCELLED,NORTH
ORD00256,CUST0194,2024-02-26 00:42:43,RETURNED,EAST
ORD00257,CUST0162,06-06-2024,DELIVERED,SOUTH
ORD00258,CUST0423,2024-11-16 01:28:05,PLACED,NORTH
ORD00259,CUST0357,2023-08-14 06:41:56,SHIPPED,WEST
ORD00260,CUST0237,2024-09-11 19:48:53,DELIVERED,SOUTH
ORD00261,CUST0333,2024-07-03 12:04:02,SHIPPED,NORTH
ORD00262,CUST0437,2023-04-13 05:29:42,CANCELLED,SOUTH
ORD00263,CUST0132,2024-01-19 11:52:17,PLACED,WEST
ORD00264,CUST0222,2023-11-16 07:40:25,CANCELLED,WEST
ORD00265,CUST0365,2023-03-08 03:04:26,SHIPPED,SOUTH
ORD00266,CUST0080,2024-07-17 18:21:11,DELIVERED,SOUTH
ORD00267,CUST0428,2024-04-17 10:17:22,DELIVERED,EAST
ORD00268,CUST0405,2024-08-24 05:15:25,CANCELLED,WEST
ORD00269,CUST0302,2023-05-02 23:02:00,PLACED,SOUTH
ORD00270,CUST0170,2023-02-20 18:47:15,DELIVERED,NORTH
ORD00271,CUST0108,2024-09-03 22:33:30,SHIPPED,SOUTH
ORD00272,CUST0477,2023-04-16 08:15:56,CANCELLED,NORTH
ORD00273,CUST0083,2024-10-12 22:14:42,PLACED,SOUTH
ORD00274,CUST0351,2024-03-25 19:51:17,PLACED,EAST
ORD00275,CUST0373,2023-06-11 02:08:06,DELIVERED,EAST
ORD00276,CUST0311,2024-02-16 03:40:15,PLACED,NORTH
ORD00277,CUST0054,2024-09-20 09:50:03,RETURNED,NORTH
ORD00278,CUST0381,2024-06-27 18:27:07,RETURNED,WEST
ORD00279,CUST0318,2024-09-03 11:05:44,PLACED,EAST
ORD00280,CUST0172,2023-07-31 12:23:52,RETURNED,EAST
ORD00281,CUST0067,2023-08-25 06:21:07,DELIVERED,NORTH
ORD00282,CUST0272,2024-04-08 08:16:51,RETURNED,EAST
ORD00283,CUST0064,2024-02-09 22:01:17,DELIVERED,EAST
ORD00284,CUST0476,2024-11-06 06:35:26,CANCELLED,EAST
ORD00285,CUST0008,2024-01-23 02:56:29,CANCELLED,SOUTH
ORD00286,CUST0117,2023-03-20 02:05:44,DELIVERED,SOUTH
ORD00287,CUST0274,2024-05-25 13:09:51,DELIVERED,NORTH
ORD00288,CUST0200,2023-05-21 10:23:22,RETURNED,EAST
ORD00289,CUST0020,2024-04-15 15:30:53,DELIVERED,SOUTH
ORD00290,CUST0336,2023-01-22 15:42:52,CANCELLED,EAST
ORD00291,CUST0020,2023-07-27 23:39:23,SHIPPED,SOUTH
ORD00292,CUST0404,2023-11-12 20:53:44,DELIVERED,NORTH
ORD00293,CUST0300,2024-11-10 00:40:23,RETURNED,EAST
ORD00294,CUST0148,2024-08-17 10:41:08,SHIPPED,WEST
ORD00295,CUST0398,2023-12-08 07:44:39,RETURNED,NORTH
ORD00296,CUST0172,2023-08-10 06:21:53,DELIVERED,EAST
ORD00297,CUST0037,2023-01-03 01:40:09,DELIVERED,SOUTH
ORD00298,CUST0243,2023-12-16 11:54:54,RETURNED,SOUTH
ORD00299,CUST0087,25-02-2024,DELIVERED,EAST
ORD00300,CUST0083,2023-04-20 01:33:34,PLACED,EAST
ORD00301,CUST0432,2023-11-07 20:14:31,SHIPPED,SOUTH
ORD00302,CUST0111,10-06-2023,PLACED,SOUTH
ORD00303,CUST0301,2023-02-22 17:46:41,RETURNED,SOUTH
ORD00304,CUST0298,2023-12-27 03:29:16,CANCELLED,SOUTH
ORD00305,CUST0216,25-05-2024,CANCELLED,NORTH
ORD00306,CUST0002,16-02-2023,RETURNED,SOUTH
ORD00307,CUST0437,2024-07-30 17:57:21,SHIPPED,NORTH
ORD00308,CUST0391,2024-03-13 20:14:04,RETURNED,SOUTH
ORD00309,CUST0359,2024-05-16 02:46:17,SHIPPED,NORTH
ORD00310,CUST0090,07-05-2023,RETURNED,WEST
ORD00311,CUST0452,2024-03-17 22:38:13,DELIVERED,WEST
ORD00312,CUST0170,2024-11-23 10:16:36,RETURNED,NORTH
ORD00313,CUST0011,23-05-2023,PLACED,WEST
ORD00314,CUST0461,2023-08-22 15:32:41,PLACED,WEST
ORD00315,CUST0403,2024-12-06 21:55:28,DELIVERED,SOUTH
ORD00316,CUST0353,23-11-2024,SHIPPED,WEST
ORD00317,CUST0359,2024-10-22 09:33:33,CANCELLED,NORTH
ORD00318,CUST0009,2023-03-22 04:47:07,SHIPPED,EAST
ORD00319,CUST0144,2024-04-19 12:52:59,DELIVERED,SOUTH
ORD00320,CUST0178,2024-06-19 07:23:39,CANCELLED,WEST
ORD00321,CUST0411,2023-07-12 16:05:14,CANCELLED,NORTH
ORD00322,CUST0082,2024-03-09 11:53:34,DELIVERED,SOUTH
ORD00323,CUST0314,2024-02-09 17:30:16,RETURNED,EAST
ORD00324,CUST0034,2023-02-02 21:28:22,RETURNED,WEST
ORD00325,CUST0289,2024-05-06 20:03:09,PLACED,EAST
ORD00326,CUST0436,2024-09-23 01:09:11,SHIPPED,EAST
ORD00327,CUST0482,2024-04-18 03:24:27,SHIPPED,SOUTH
ORD00328,CUST0106,2024-07-02 04:41:45,CANCELLED,SOUTH
ORD00329,CUST0328,2023-08-28 22:54:16,RETURNED,SOUTH
ORD00330,CUST0380,2024-10-31 09:25:52,PLACED,EAST
ORD00331,CUST0425,2024-02-11 00:39:21,PLACED,NORTH
ORD00332,CUST0032,2023-04-02 08:47:44,CANCELLED,NORTH
ORD00333,CUST0454,2023-10-23 21:58:12,DELIVERED,SOUTH
ORD00334,CUST0137,2024-12-25 16:23:47,PLACED,WEST
ORD00335,CUST0012,2023-03-10 10:23:04,CANCELLED,NORTH
ORD00336,CUST0497,30-08-2024,DELIVERED,SOUTH
ORD00337,CUST0455,15-05-2024,RETURNED,NORTH
ORD00338,CUST0310,2023-04-18 19:46:24,PLACED,NORTH
ORD00339,CUST0212,2023-02-23 15:00:20,PLACED,NORTH
ORD00340,CUST0436,2023-12-29 10:14:05,CANCELLED,WEST
ORD00341,CUST0176,2024-10-08 03:33:03,RETURNED,NORTH
ORD00342,CUST0093,2024-02-25 08:51:43,RETURNED,SOUTH
ORD00343,CUST0208,2023-03-27 19:22:24,DELIVERED,WEST
ORD00344,CUST0173,2024-10-20 02:58:59,SHIPPED,SOUTH
ORD00345,CUST0192,2024-03-06 16:21:47,PLACED,NORTH
ORD00346,CUST0293,2024-12-10 19:29:13,SHIPPED,NORTH
ORD00347,CUST0092,2024-12-27 09:59:01,SHIPPED,NORTH
ORD00348,CUST0133,2024-05-16 00:15:01,CANCELLED,WEST
ORD00349,CUST0335,2024-09-13 10:50:11,SHIPPED,WEST
ORD00350,CUST0176,2024-03-27 10:05:59,CANCELLED,SOUTH
ORD00351,CUST0112,2023-02-19 03:25:23,DELIVERED,WEST
ORD00352,CUST0161,2023-07-17 02:49:44,CANCELLED,NORTH
ORD00353,CUST0122,2023-05-10 23:33:30,DELIVERED,EAST
ORD00354,CUST0397,2024-02-26 17:32:01,DELIVERED,NORTH
ORD00355,CUST0195,16-09-2023,SHIPPED,SOUTH
ORD00356,CUST0127,2024-12-08 22:06:03,DELIVERED,NORTH
ORD00357,CUST0097,2024-04-26 20:30:59,CANCELLED,NORTH
ORD00358,CUST0362,2024-12-15 23:54:55,DELIVERED,EAST
ORD00359,CUST0403,2024-10-25 09:52:05,CANCELLED,NORTH
ORD00360,CUST0091,2024-07-24 17:34:37,PLACED,EAST
ORD00361,CUST0497,2023-04-17 00:41:54,SHIPPED,NORTH
ORD00362,CUST0471,2023-05-09 08:19:09,DELIVERED,EAST
ORD00363,CUST0032,2024-12-18 19:36:41,RETURNED,NORTH
ORD00364,CUST0328,2023-02-17 16:21:02,PLACED,SOUTH
ORD00365,CUST0015,2024-10-20 15:50:30,DELIVERED,SOUTH
ORD00366,CUST0131,22-08-2023,SHIPPED,WEST
ORD00367,CUST0300,2024-09-24 04:10:06,CANCELLED,EAST
ORD00368,CUST0106,2024-03-08 16:39:10,RETURNED,WEST
ORD00369,CUST0075,2024-07-13 22:12:43,SHIPPED,EAST
ORD00370,CUST0032,2024-11-01 20:35:49,RETURNED,EAST
ORD00371,CUST0241,2024-01-31 22:36:11,CANCELLED,WEST
ORD00372,CUST0041,2023-07-20 09:48:28,DELIVERED,SOUTH
ORD00373,CUST0378,2023-10-11 01:50:10,SHIPPED,WEST
ORD00374,CUST0024,2024-02-07 22:05:07,CANCELLED,WEST
ORD00375,CUST0154,05-10-2023,RETURNED,SOUTH
ORD00376,CUST0207,2024-09-13 07:10:35,PLACED,WEST
ORD00377,CUST0050,2023-08-23 01:39:36,CANCELLED,NORTH
ORD00378,CUST0004,2023-06-08 10:47:33,DELIVERED,SOUTH
ORD00379,CUST0017,2024-09-07 20:46:24,PLACED,WEST
ORD00380,CUST0005,2024-01-13 05:37:51,CANCELLED,SOUTH
ORD00381,CUST0434,2023-07-20 04:58:00,DELIVERED,NORTH
ORD00382,CUST0461,2024-05-14 09:58:59,RETURNED,WEST
ORD00383,CUST0180,2024-06-30 04:54:31,SHIPPED,EAST
ORD00384,CUST0050,2023-08-15 09:40:23,SHIPPED,SOUTH
ORD00385,CUST0280,2023-08-09 00:40:30,RETURNED,WEST
ORD00386,CUST0409,2024-10-10 16:35:38,SHIPPED,WEST
ORD00387,CUST0038,2024-10-13 16:46:17,CANCELLED,SOUTH
ORD00388,CUST0335,2023-10-30 04:12:53,SHIPPED,EAST
ORD00389,CUST0006,2024-09-03 19:00:16,RETURNED,NORTH
ORD00390,CUST0013,2023-02-01 18:55:28,CANCELLED,EAST
ORD00391,CUST0044,2023-04-03 06:25:03,DELIVERED,WEST
ORD00392,CUST0090,2023-04-07 18:40:08,PLACED,EAST
ORD00393,CUST0249,2024-09-12 20:30:16,PLACED,SOUTH
ORD00394,CUST0330,2023-04-06 07:51:37,CANCELLED,WEST
ORD00395,CUST0144,2024-12-14 14:48:54,CANCELLED,EAST
